question_id,split_name,image_count,answer_source
7246,multi_train,3,Non-Span
7247,multi_train,3,Multi-Image Spans
7243,multi_train,3,Multi-Image Spans
7244,multi_train,3,Non-Span
1790,multi_train,2,Non-Span
1791,multi_train,2,Multi-Image Spans
7086,multi_train,3,Multi-Image Spans
7087,multi_train,3,Multi-Image Spans
7152,multi_train,3,Multi-Image Spans
7157,multi_train,3,Cross-Image Synthesis
7158,multi_train,3,Multi-Image Spans
7161,multi_train,3,Multi-Image Spans
7164,multi_train,3,Multi-Image Spans
1,multi_train,3,Multi-Image Spans
2,multi_train,3,Non-Span
3,multi_train,3,Multi-Image Spans
4,multi_train,3,Cross-Image Synthesis
7908,multi_train,2,Multi-Image Spans
7910,multi_train,2,Multi-Image Spans
460,multi_train,2,Multi-Image Spans
5138,multi_train,3,Cross-Image Synthesis
5139,multi_train,3,Non-Span
5140,multi_train,3,Multi-Image Spans
5141,multi_train,3,Multi-Image Spans
5134,multi_train,3,Multi-Image Spans
5135,multi_train,3,Multi-Image Spans
5136,multi_train,3,Non-Span
4032,multi_train,2,Non-Span
7638,multi_train,2,Multi-Image Spans
8078,multi_train,2,Non-Span
8079,multi_train,2,Multi-Image Spans
8080,multi_train,2,Multi-Image Spans
4651,multi_train,2,Multi-Image Spans
4652,multi_train,2,Non-Span
4653,multi_train,2,Non-Span
4654,multi_train,2,Non-Span
4655,multi_train,2,Multi-Image Spans
1279,multi_train,2,Multi-Image Spans
1282,multi_train,2,Multi-Image Spans
7474,multi_train,2,Multi-Image Spans
7475,multi_train,2,Cross-Image Synthesis
7476,multi_train,2,Multi-Image Spans
2602,multi_train,3,Multi-Image Spans
2605,multi_train,3,Non-Span
2608,multi_train,3,Cross-Image Synthesis
2610,multi_train,3,Multi-Image Spans
2611,multi_train,3,Cross-Image Synthesis
1552,multi_train,2,Multi-Image Spans
1034,multi_train,2,Multi-Image Spans
1035,multi_train,2,Multi-Image Spans
1036,multi_train,2,Non-Span
1037,multi_train,2,Multi-Image Spans
6780,multi_train,4,Multi-Image Spans
6782,multi_train,4,Cross-Image Synthesis
5604,multi_train,3,Cross-Image Synthesis
5606,multi_train,3,Cross-Image Synthesis
5722,multi_train,2,Cross-Image Synthesis
5723,multi_train,2,Cross-Image Synthesis
5725,multi_train,2,Multi-Image Spans
5726,multi_train,2,Multi-Image Spans
3767,multi_train,4,Multi-Image Spans
3768,multi_train,4,Multi-Image Spans
3769,multi_train,4,Non-Span
5397,multi_train,3,Multi-Image Spans
5398,multi_train,3,Cross-Image Synthesis
5399,multi_train,3,Non-Span
5400,multi_train,3,Multi-Image Spans
5175,multi_train,4,Non-Span
5176,multi_train,4,Multi-Image Spans
5177,multi_train,4,Cross-Image Synthesis
5178,multi_train,4,Non-Span
5179,multi_train,4,Multi-Image Spans
5180,multi_train,4,Multi-Image Spans
5709,multi_train,2,Cross-Image Synthesis
5710,multi_train,2,Non-Span
5711,multi_train,2,Cross-Image Synthesis
5712,multi_train,2,Multi-Image Spans
6094,multi_train,2,Multi-Image Spans
6095,multi_train,2,Non-Span
6096,multi_train,2,Multi-Image Spans
5830,multi_train,3,Cross-Image Synthesis
5826,multi_train,3,Non-Span
5832,multi_train,3,Multi-Image Spans
5677,multi_train,2,Cross-Image Synthesis
5678,multi_train,2,Cross-Image Synthesis
5679,multi_train,2,Multi-Image Spans
5680,multi_train,2,Non-Span
5681,multi_train,2,Cross-Image Synthesis
5393,multi_train,2,Non-Span
8608,multi_train,3,Multi-Image Spans
8609,multi_train,3,Multi-Image Spans
8610,multi_train,3,Non-Span
8611,multi_train,3,Multi-Image Spans
8613,multi_train,3,Non-Span
8734,multi_train,3,Cross-Image Synthesis
8735,multi_train,3,Multi-Image Spans
8737,multi_train,3,Cross-Image Synthesis
8730,multi_train,3,Multi-Image Spans
8731,multi_train,3,Multi-Image Spans
8732,multi_train,3,Non-Span
8733,multi_train,3,Cross-Image Synthesis
9375,multi_train,3,Cross-Image Synthesis
9376,multi_train,3,Non-Span
9379,multi_train,3,Multi-Image Spans
9380,multi_train,3,Cross-Image Synthesis
9381,multi_train,3,Cross-Image Synthesis
9382,multi_train,3,Cross-Image Synthesis
9383,multi_train,3,Non-Span
9384,multi_train,3,Multi-Image Spans
1979,multi_train,2,Multi-Image Spans
1980,multi_train,2,Cross-Image Synthesis
1981,multi_train,2,Non-Span
1982,multi_train,2,Multi-Image Spans
1983,multi_train,2,Multi-Image Spans
1984,multi_train,2,Multi-Image Spans
8658,multi_train,3,Cross-Image Synthesis
8660,multi_train,3,Multi-Image Spans
8661,multi_train,3,Multi-Image Spans
8662,multi_train,3,Non-Span
8663,multi_train,3,Non-Span
3405,multi_train,3,Multi-Image Spans
3406,multi_train,3,Non-Span
3407,multi_train,3,Cross-Image Synthesis
3408,multi_train,3,Non-Span
3409,multi_train,3,Cross-Image Synthesis
3410,multi_train,3,Multi-Image Spans
3411,multi_train,3,Non-Span
3412,multi_train,3,Non-Span
9524,multi_train,3,Non-Span
9525,multi_train,3,Multi-Image Spans
9526,multi_train,3,Cross-Image Synthesis
5503,multi_train,2,Multi-Image Spans
5504,multi_train,2,Non-Span
7414,multi_train,3,Multi-Image Spans
1733,multi_train,2,Multi-Image Spans
1734,multi_train,2,Multi-Image Spans
1735,multi_train,2,Non-Span
1736,multi_train,2,Cross-Image Synthesis
6797,multi_train,2,Multi-Image Spans
6798,multi_train,2,Non-Span
4788,multi_train,2,Non-Span
4789,multi_train,2,Multi-Image Spans
4790,multi_train,2,Cross-Image Synthesis
4791,multi_train,2,Cross-Image Synthesis
468,multi_train,2,Multi-Image Spans
4756,multi_train,2,Cross-Image Synthesis
4757,multi_train,2,Multi-Image Spans
4758,multi_train,2,Non-Span
8743,multi_train,3,Cross-Image Synthesis
8745,multi_train,3,Multi-Image Spans
8746,multi_train,3,Multi-Image Spans
8747,multi_train,3,Multi-Image Spans
8748,multi_train,3,Multi-Image Spans
8749,multi_train,3,Multi-Image Spans
8750,multi_train,3,Cross-Image Synthesis
8752,multi_train,3,Cross-Image Synthesis
8753,multi_train,3,Non-Span
8754,multi_train,3,Cross-Image Synthesis
8755,multi_train,3,Multi-Image Spans
42,multi_train,4,Multi-Image Spans
43,multi_train,4,Multi-Image Spans
44,multi_train,4,Non-Span
7479,multi_train,4,Cross-Image Synthesis
7480,multi_train,4,Multi-Image Spans
7481,multi_train,4,Multi-Image Spans
7483,multi_train,4,Non-Span
173,multi_train,2,Multi-Image Spans
174,multi_train,2,Multi-Image Spans
175,multi_train,2,Multi-Image Spans
176,multi_train,2,Non-Span
7989,multi_train,2,Multi-Image Spans
7990,multi_train,2,Cross-Image Synthesis
7992,multi_train,2,Multi-Image Spans
6403,multi_train,2,Multi-Image Spans
5462,multi_train,3,Multi-Image Spans
7865,multi_train,3,Non-Span
7866,multi_train,3,Multi-Image Spans
9258,multi_train,3,Multi-Image Spans
5401,multi_train,3,Multi-Image Spans
5403,multi_train,3,Multi-Image Spans
2737,multi_train,3,Multi-Image Spans
2739,multi_train,3,Cross-Image Synthesis
2039,multi_train,2,Multi-Image Spans
2040,multi_train,2,Cross-Image Synthesis
2041,multi_train,2,Non-Span
7465,multi_train,3,Multi-Image Spans
7466,multi_train,3,Multi-Image Spans
7467,multi_train,3,Multi-Image Spans
7469,multi_train,3,Multi-Image Spans
7470,multi_train,3,Non-Span
5573,multi_train,3,Non-Span
5574,multi_train,3,Cross-Image Synthesis
5575,multi_train,3,Multi-Image Spans
5576,multi_train,3,Multi-Image Spans
5578,multi_train,3,Multi-Image Spans
8646,multi_train,3,Cross-Image Synthesis
8647,multi_train,3,Multi-Image Spans
8648,multi_train,3,Non-Span
8649,multi_train,3,Multi-Image Spans
8640,multi_train,3,Non-Span
8641,multi_train,3,Multi-Image Spans
8642,multi_train,3,Non-Span
8643,multi_train,3,Cross-Image Synthesis
8645,multi_train,3,Non-Span
8650,multi_train,3,Multi-Image Spans
8651,multi_train,3,Multi-Image Spans
8652,multi_train,3,Multi-Image Spans
8653,multi_train,3,Non-Span
4518,multi_train,4,Cross-Image Synthesis
4519,multi_train,4,Non-Span
4520,multi_train,4,Multi-Image Spans
2599,multi_train,3,Non-Span
2600,multi_train,3,Multi-Image Spans
2601,multi_train,3,Cross-Image Synthesis
2598,multi_train,3,Cross-Image Synthesis
2591,multi_train,3,Non-Span
2592,multi_train,3,Multi-Image Spans
2593,multi_train,3,Cross-Image Synthesis
2594,multi_train,3,Non-Span
5339,multi_train,4,Multi-Image Spans
1007,multi_train,2,Multi-Image Spans
1008,multi_train,2,Multi-Image Spans
5750,multi_train,3,Multi-Image Spans
5751,multi_train,3,Non-Span
5752,multi_train,3,Multi-Image Spans
6178,multi_train,2,Multi-Image Spans
6179,multi_train,2,Non-Span
6180,multi_train,2,Non-Span
6181,multi_train,2,Multi-Image Spans
1973,multi_train,2,Cross-Image Synthesis
1974,multi_train,2,Multi-Image Spans
3142,multi_train,3,Cross-Image Synthesis
3143,multi_train,3,Multi-Image Spans
7436,multi_train,2,Multi-Image Spans
7437,multi_train,2,Non-Span
7439,multi_train,2,Multi-Image Spans
7440,multi_train,2,Cross-Image Synthesis
331,multi_train,2,Multi-Image Spans
333,multi_train,2,Multi-Image Spans
334,multi_train,2,Multi-Image Spans
4453,multi_train,2,Cross-Image Synthesis
1894,multi_train,3,Non-Span
1895,multi_train,3,Non-Span
1896,multi_train,3,Non-Span
1897,multi_train,3,Multi-Image Spans
1898,multi_train,3,Cross-Image Synthesis
7956,multi_train,2,Multi-Image Spans
7957,multi_train,2,Non-Span
7958,multi_train,2,Non-Span
7959,multi_train,2,Non-Span
7960,multi_train,2,Multi-Image Spans
841,multi_train,2,Non-Span
842,multi_train,2,Multi-Image Spans
843,multi_train,2,Multi-Image Spans
8214,multi_train,3,Non-Span
8215,multi_train,3,Multi-Image Spans
8216,multi_train,3,Cross-Image Synthesis
7507,multi_train,2,Multi-Image Spans
7508,multi_train,2,Non-Span
7509,multi_train,2,Non-Span
7510,multi_train,2,Multi-Image Spans
216,multi_train,4,Multi-Image Spans
217,multi_train,4,Non-Span
218,multi_train,4,Multi-Image Spans
220,multi_train,4,Multi-Image Spans
219,multi_train,4,Non-Span
1862,multi_train,3,Non-Span
1863,multi_train,3,Cross-Image Synthesis
8280,multi_train,2,Non-Span
8281,multi_train,2,Non-Span
8282,multi_train,2,Multi-Image Spans
8283,multi_train,2,Cross-Image Synthesis
1529,multi_train,4,Multi-Image Spans
5119,multi_train,3,Multi-Image Spans
5120,multi_train,3,Non-Span
5122,multi_train,3,Cross-Image Synthesis
5123,multi_train,3,Non-Span
5129,multi_train,3,Non-Span
5132,multi_train,3,Multi-Image Spans
5133,multi_train,3,Multi-Image Spans
5124,multi_train,3,Non-Span
5125,multi_train,3,Multi-Image Spans
5127,multi_train,3,Multi-Image Spans
5128,multi_train,3,Multi-Image Spans
1207,multi_train,2,Non-Span
1208,multi_train,2,Multi-Image Spans
1209,multi_train,2,Multi-Image Spans
1210,multi_train,2,Multi-Image Spans
7390,multi_train,3,Non-Span
7391,multi_train,3,Multi-Image Spans
3110,multi_train,3,Non-Span
3111,multi_train,3,Cross-Image Synthesis
3112,multi_train,3,Multi-Image Spans
943,multi_train,2,Non-Span
942,multi_train,2,Multi-Image Spans
4850,multi_train,3,Non-Span
4851,multi_train,3,Multi-Image Spans
4852,multi_train,3,Multi-Image Spans
4592,multi_train,3,Multi-Image Spans
7370,multi_train,3,Multi-Image Spans
7371,multi_train,3,Non-Span
7372,multi_train,3,Non-Span
129,multi_train,2,Multi-Image Spans
1637,multi_train,2,Multi-Image Spans
1638,multi_train,2,Multi-Image Spans
1639,multi_train,2,Multi-Image Spans
1641,multi_train,2,Non-Span
2954,multi_train,3,Non-Span
2956,multi_train,3,Multi-Image Spans
2957,multi_train,3,Multi-Image Spans
2958,multi_train,3,Multi-Image Spans
2963,multi_train,3,Non-Span
2964,multi_train,3,Multi-Image Spans
2965,multi_train,3,Multi-Image Spans
2959,multi_train,3,Cross-Image Synthesis
8871,multi_train,3,Multi-Image Spans
8872,multi_train,3,Multi-Image Spans
8873,multi_train,3,Non-Span
8874,multi_train,3,Multi-Image Spans
8875,multi_train,3,Multi-Image Spans
9059,multi_train,3,Non-Span
9060,multi_train,3,Non-Span
9061,multi_train,3,Multi-Image Spans
9057,multi_train,3,Non-Span
9058,multi_train,3,Cross-Image Synthesis
9066,multi_train,3,Multi-Image Spans
9067,multi_train,3,Cross-Image Synthesis
9068,multi_train,3,Non-Span
9062,multi_train,3,Non-Span
9063,multi_train,3,Cross-Image Synthesis
9064,multi_train,3,Multi-Image Spans
9065,multi_train,3,Multi-Image Spans
9212,multi_train,3,Non-Span
9214,multi_train,3,Multi-Image Spans
9215,multi_train,3,Cross-Image Synthesis
9209,multi_train,3,Multi-Image Spans
9210,multi_train,3,Multi-Image Spans
9202,multi_train,3,Multi-Image Spans
9204,multi_train,3,Multi-Image Spans
9205,multi_train,3,Multi-Image Spans
4400,multi_train,3,Multi-Image Spans
4401,multi_train,3,Non-Span
4402,multi_train,3,Cross-Image Synthesis
4403,multi_train,3,Non-Span
4404,multi_train,3,Multi-Image Spans
4742,multi_train,2,Non-Span
4743,multi_train,2,Cross-Image Synthesis
4744,multi_train,2,Cross-Image Synthesis
4745,multi_train,2,Multi-Image Spans
4746,multi_train,2,Multi-Image Spans
7231,multi_train,2,Multi-Image Spans
7226,multi_train,2,Multi-Image Spans
7229,multi_train,2,Multi-Image Spans
7236,multi_train,2,Multi-Image Spans
7237,multi_train,2,Multi-Image Spans
7238,multi_train,2,Multi-Image Spans
7239,multi_train,2,Non-Span
7240,multi_train,2,Multi-Image Spans
6606,multi_train,3,Multi-Image Spans
592,multi_train,3,Multi-Image Spans
593,multi_train,3,Non-Span
595,multi_train,2,Multi-Image Spans
596,multi_train,2,Multi-Image Spans
597,multi_train,2,Non-Span
602,multi_train,2,Non-Span
598,multi_train,2,Multi-Image Spans
7993,multi_train,4,Multi-Image Spans
7994,multi_train,4,Multi-Image Spans
7996,multi_train,4,Multi-Image Spans
387,multi_train,2,Non-Span
388,multi_train,2,Multi-Image Spans
389,multi_train,2,Multi-Image Spans
3259,multi_train,3,Cross-Image Synthesis
3260,multi_train,3,Non-Span
3261,multi_train,3,Multi-Image Spans
3262,multi_train,3,Non-Span
3263,multi_train,3,Multi-Image Spans
3265,multi_train,3,Non-Span
3266,multi_train,2,Multi-Image Spans
3267,multi_train,2,Multi-Image Spans
3268,multi_train,2,Non-Span
451,multi_train,3,Non-Span
452,multi_train,3,Multi-Image Spans
453,multi_train,3,Non-Span
454,multi_train,3,Cross-Image Synthesis
455,multi_train,3,Non-Span
5454,multi_train,2,Multi-Image Spans
5455,multi_train,2,Multi-Image Spans
5456,multi_train,2,Cross-Image Synthesis
5457,multi_train,2,Non-Span
5458,multi_train,2,Multi-Image Spans
3951,multi_train,2,Non-Span
7891,multi_train,2,Cross-Image Synthesis
5648,multi_train,2,Multi-Image Spans
2000,multi_train,4,Non-Span
2001,multi_train,4,Multi-Image Spans
2002,multi_train,4,Non-Span
1954,multi_train,2,Cross-Image Synthesis
1955,multi_train,2,Non-Span
1956,multi_train,2,Multi-Image Spans
8018,multi_train,2,Multi-Image Spans
8019,multi_train,2,Non-Span
8021,multi_train,2,Multi-Image Spans
4166,multi_train,2,Multi-Image Spans
4167,multi_train,2,Non-Span
4168,multi_train,2,Multi-Image Spans
4169,multi_train,2,Multi-Image Spans
2214,multi_train,3,Multi-Image Spans
2215,multi_train,3,Non-Span
2216,multi_train,3,Multi-Image Spans
2217,multi_train,3,Multi-Image Spans
4527,multi_train,2,Cross-Image Synthesis
4528,multi_train,2,Non-Span
4529,multi_train,2,Multi-Image Spans
4530,multi_train,2,Cross-Image Synthesis
4551,multi_train,2,Multi-Image Spans
4553,multi_train,2,Cross-Image Synthesis
1890,multi_train,3,Non-Span
1892,multi_train,3,Cross-Image Synthesis
1893,multi_train,3,Multi-Image Spans
1593,multi_train,2,Non-Span
1594,multi_train,2,Multi-Image Spans
1595,multi_train,2,Non-Span
7640,multi_train,2,Multi-Image Spans
7641,multi_train,2,Cross-Image Synthesis
7812,multi_train,3,Multi-Image Spans
7813,multi_train,3,Non-Span
7815,multi_train,3,Multi-Image Spans
324,multi_train,3,Cross-Image Synthesis
325,multi_train,3,Multi-Image Spans
326,multi_train,3,Non-Span
1462,multi_train,2,Multi-Image Spans
1464,multi_train,2,Multi-Image Spans
1985,multi_train,3,Non-Span
1986,multi_train,3,Multi-Image Spans
1987,multi_train,3,Multi-Image Spans
1029,multi_train,4,Multi-Image Spans
1026,multi_train,4,Non-Span
1027,multi_train,4,Multi-Image Spans
2487,multi_train,3,Multi-Image Spans
2488,multi_train,3,Non-Span
2489,multi_train,3,Multi-Image Spans
7974,multi_train,2,Multi-Image Spans
6544,multi_train,4,Multi-Image Spans
6545,multi_train,4,Multi-Image Spans
6546,multi_train,4,Multi-Image Spans
4485,multi_train,2,Multi-Image Spans
4486,multi_train,2,Multi-Image Spans
1287,multi_train,2,Multi-Image Spans
1288,multi_train,2,Multi-Image Spans
1290,multi_train,2,Multi-Image Spans
1291,multi_train,2,Multi-Image Spans
1289,multi_train,2,Non-Span
434,multi_train,2,Multi-Image Spans
3744,multi_train,2,Multi-Image Spans
3746,multi_train,2,Non-Span
9020,multi_train,3,Multi-Image Spans
9022,multi_train,3,Multi-Image Spans
9023,multi_train,3,Multi-Image Spans
1094,multi_train,2,Cross-Image Synthesis
1096,multi_train,2,Non-Span
1097,multi_train,2,Multi-Image Spans
1095,multi_train,2,Multi-Image Spans
5387,multi_train,2,Multi-Image Spans
4070,multi_train,2,Non-Span
4121,multi_train,2,Multi-Image Spans
4122,multi_train,2,Non-Span
4123,multi_train,2,Multi-Image Spans
4124,multi_train,2,Multi-Image Spans
2102,multi_train,3,Multi-Image Spans
2103,multi_train,3,Multi-Image Spans
6718,multi_train,2,Multi-Image Spans
8512,multi_train,3,Non-Span
8513,multi_train,3,Cross-Image Synthesis
8514,multi_train,3,Multi-Image Spans
8511,multi_train,3,Cross-Image Synthesis
8508,multi_train,3,Cross-Image Synthesis
8509,multi_train,3,Non-Span
8510,multi_train,3,Multi-Image Spans
7522,multi_train,2,Non-Span
7523,multi_train,2,Cross-Image Synthesis
4597,multi_train,2,Non-Span
4598,multi_train,2,Multi-Image Spans
4599,multi_train,2,Multi-Image Spans
8069,multi_train,2,Multi-Image Spans
8070,multi_train,2,Non-Span
8072,multi_train,2,Multi-Image Spans
8073,multi_train,2,Multi-Image Spans
6712,multi_train,3,Multi-Image Spans
6713,multi_train,3,Cross-Image Synthesis
6715,multi_train,3,Cross-Image Synthesis
6716,multi_train,3,Multi-Image Spans
7552,multi_train,3,Cross-Image Synthesis
362,multi_train,2,Multi-Image Spans
361,multi_train,2,Multi-Image Spans
363,multi_train,2,Non-Span
8016,multi_train,2,Multi-Image Spans
8017,multi_train,2,Cross-Image Synthesis
5472,multi_train,2,Cross-Image Synthesis
5473,multi_train,2,Non-Span
5474,multi_train,2,Multi-Image Spans
6499,multi_train,4,Multi-Image Spans
7399,multi_train,4,Multi-Image Spans
7400,multi_train,4,Multi-Image Spans
7401,multi_train,4,Cross-Image Synthesis
6769,multi_train,2,Multi-Image Spans
6770,multi_train,2,Non-Span
8831,multi_train,3,Multi-Image Spans
8832,multi_train,3,Multi-Image Spans
8833,multi_train,3,Non-Span
8834,multi_train,3,Cross-Image Synthesis
8836,multi_train,3,Multi-Image Spans
8837,multi_train,3,Cross-Image Synthesis
8838,multi_train,3,Multi-Image Spans
7654,multi_train,3,Multi-Image Spans
7655,multi_train,3,Multi-Image Spans
7656,multi_train,3,Cross-Image Synthesis
7657,multi_train,3,Non-Span
7658,multi_train,3,Multi-Image Spans
6252,multi_train,4,Multi-Image Spans
6253,multi_train,4,Non-Span
6254,multi_train,4,Non-Span
6255,multi_train,4,Cross-Image Synthesis
1929,multi_train,2,Multi-Image Spans
1930,multi_train,2,Cross-Image Synthesis
1931,multi_train,2,Non-Span
295,multi_train,3,Multi-Image Spans
297,multi_train,3,Non-Span
299,multi_train,3,Multi-Image Spans
6985,multi_train,2,Non-Span
6986,multi_train,2,Multi-Image Spans
945,multi_train,2,Non-Span
946,multi_train,2,Multi-Image Spans
947,multi_train,2,Multi-Image Spans
990,multi_train,2,Cross-Image Synthesis
992,multi_train,2,Multi-Image Spans
993,multi_train,2,Multi-Image Spans
994,multi_train,2,Non-Span
995,multi_train,2,Multi-Image Spans
5186,multi_train,2,Non-Span
5187,multi_train,2,Non-Span
5188,multi_train,2,Cross-Image Synthesis
5189,multi_train,2,Multi-Image Spans
6205,multi_train,2,Multi-Image Spans
1334,multi_train,2,Multi-Image Spans
1335,multi_train,2,Multi-Image Spans
1336,multi_train,2,Multi-Image Spans
1337,multi_train,2,Multi-Image Spans
8405,multi_train,3,Multi-Image Spans
8406,multi_train,3,Cross-Image Synthesis
8407,multi_train,3,Multi-Image Spans
8408,multi_train,3,Multi-Image Spans
8410,multi_train,3,Cross-Image Synthesis
8414,multi_train,3,Multi-Image Spans
8415,multi_train,3,Non-Span
8416,multi_train,3,Cross-Image Synthesis
8417,multi_train,3,Multi-Image Spans
8411,multi_train,3,Multi-Image Spans
8412,multi_train,3,Non-Span
2135,multi_train,2,Multi-Image Spans
2138,multi_train,2,Multi-Image Spans
2139,multi_train,2,Multi-Image Spans
1899,multi_train,2,Multi-Image Spans
6802,multi_train,2,Non-Span
1546,multi_train,2,Non-Span
1548,multi_train,2,Multi-Image Spans
170,multi_train,2,Non-Span
171,multi_train,2,Multi-Image Spans
5298,multi_train,3,Multi-Image Spans
5299,multi_train,3,Cross-Image Synthesis
5300,multi_train,3,Multi-Image Spans
5302,multi_train,3,Multi-Image Spans
123,multi_train,2,Non-Span
5442,multi_train,2,Non-Span
5443,multi_train,2,Cross-Image Synthesis
5444,multi_train,2,Multi-Image Spans
1575,multi_train,3,Multi-Image Spans
1576,multi_train,3,Multi-Image Spans
1578,multi_train,3,Non-Span
1579,multi_train,3,Multi-Image Spans
1574,multi_train,3,Non-Span
922,multi_train,2,Cross-Image Synthesis
2185,multi_train,3,Cross-Image Synthesis
8960,multi_train,3,Non-Span
8961,multi_train,3,Multi-Image Spans
8962,multi_train,3,Multi-Image Spans
8963,multi_train,3,Multi-Image Spans
8965,multi_train,3,Multi-Image Spans
8967,multi_train,3,Non-Span
397,multi_train,2,Multi-Image Spans
398,multi_train,2,Multi-Image Spans
399,multi_train,2,Multi-Image Spans
400,multi_train,2,Multi-Image Spans
2148,multi_train,2,Multi-Image Spans
2149,multi_train,2,Non-Span
355,multi_train,2,Non-Span
356,multi_train,2,Multi-Image Spans
357,multi_train,2,Multi-Image Spans
358,multi_train,2,Non-Span
359,multi_train,2,Multi-Image Spans
360,multi_train,2,Multi-Image Spans
6924,multi_train,2,Non-Span
6925,multi_train,2,Multi-Image Spans
6926,multi_train,2,Non-Span
5769,multi_train,3,Multi-Image Spans
5771,multi_train,3,Cross-Image Synthesis
5772,multi_train,3,Non-Span
5773,multi_train,3,Cross-Image Synthesis
5775,multi_train,3,Cross-Image Synthesis
1274,multi_train,4,Non-Span
1276,multi_train,4,Non-Span
1277,multi_train,4,Multi-Image Spans
1278,multi_train,4,Cross-Image Synthesis
5541,multi_train,2,Cross-Image Synthesis
31,multi_train,4,Multi-Image Spans
29,multi_train,4,Non-Span
27,multi_train,4,Multi-Image Spans
28,multi_train,4,Non-Span
30,multi_train,4,Multi-Image Spans
2813,multi_train,3,Cross-Image Synthesis
2814,multi_train,3,Multi-Image Spans
2816,multi_train,3,Non-Span
5372,multi_train,3,Multi-Image Spans
5374,multi_train,3,Multi-Image Spans
1650,multi_train,2,Multi-Image Spans
7976,multi_train,2,Non-Span
7977,multi_train,2,Non-Span
7979,multi_train,2,Multi-Image Spans
7980,multi_train,2,Cross-Image Synthesis
6322,multi_train,3,Cross-Image Synthesis
6323,multi_train,3,Multi-Image Spans
1694,multi_train,3,Multi-Image Spans
1695,multi_train,3,Multi-Image Spans
1696,multi_train,3,Non-Span
1697,multi_train,3,Multi-Image Spans
4151,multi_train,3,Cross-Image Synthesis
4153,multi_train,3,Multi-Image Spans
6367,multi_train,2,Multi-Image Spans
1738,multi_train,2,Multi-Image Spans
1739,multi_train,2,Multi-Image Spans
1740,multi_train,2,Multi-Image Spans
7741,multi_train,2,Non-Span
7742,multi_train,2,Multi-Image Spans
7743,multi_train,2,Cross-Image Synthesis
7744,multi_train,2,Cross-Image Synthesis
4640,multi_train,2,Multi-Image Spans
4641,multi_train,2,Multi-Image Spans
4642,multi_train,2,Multi-Image Spans
5418,multi_train,2,Multi-Image Spans
5420,multi_train,2,Multi-Image Spans
6156,multi_train,4,Non-Span
6157,multi_train,4,Cross-Image Synthesis
6159,multi_train,4,Multi-Image Spans
2030,multi_train,3,Cross-Image Synthesis
2031,multi_train,3,Multi-Image Spans
811,multi_train,3,Multi-Image Spans
812,multi_train,3,Multi-Image Spans
813,multi_train,3,Cross-Image Synthesis
810,multi_train,3,Non-Span
800,multi_train,3,Cross-Image Synthesis
801,multi_train,3,Multi-Image Spans
802,multi_train,3,Non-Span
803,multi_train,3,Cross-Image Synthesis
804,multi_train,3,Non-Span
805,multi_train,3,Non-Span
806,multi_train,3,Multi-Image Spans
807,multi_train,3,Cross-Image Synthesis
808,multi_train,3,Multi-Image Spans
617,multi_train,3,Cross-Image Synthesis
618,multi_train,3,Non-Span
619,multi_train,3,Non-Span
620,multi_train,3,Multi-Image Spans
621,multi_train,3,Multi-Image Spans
614,multi_train,3,Multi-Image Spans
615,multi_train,3,Multi-Image Spans
616,multi_train,3,Cross-Image Synthesis
623,multi_train,3,Multi-Image Spans
624,multi_train,3,Cross-Image Synthesis
6551,multi_train,2,Multi-Image Spans
6553,multi_train,2,Multi-Image Spans
6555,multi_train,2,Cross-Image Synthesis
8426,multi_train,3,Non-Span
8427,multi_train,3,Cross-Image Synthesis
8428,multi_train,3,Multi-Image Spans
3168,multi_train,3,Multi-Image Spans
3169,multi_train,3,Non-Span
2170,multi_train,2,Multi-Image Spans
4759,multi_train,2,Multi-Image Spans
4760,multi_train,2,Non-Span
1709,multi_train,2,Cross-Image Synthesis
1710,multi_train,2,Multi-Image Spans
6981,multi_train,2,Non-Span
6982,multi_train,2,Multi-Image Spans
6984,multi_train,2,Multi-Image Spans
6495,multi_train,2,Non-Span
6496,multi_train,2,Multi-Image Spans
3941,multi_train,2,Multi-Image Spans
3942,multi_train,2,Cross-Image Synthesis
3943,multi_train,2,Non-Span
4585,multi_train,2,Multi-Image Spans
4587,multi_train,2,Multi-Image Spans
4588,multi_train,2,Multi-Image Spans
4579,multi_train,2,Multi-Image Spans
4580,multi_train,2,Multi-Image Spans
7146,multi_train,3,Multi-Image Spans
7147,multi_train,3,Multi-Image Spans
7148,multi_train,3,Multi-Image Spans
7149,multi_train,3,Non-Span
7142,multi_train,3,Cross-Image Synthesis
7144,multi_train,3,Non-Span
7138,multi_train,3,Cross-Image Synthesis
7139,multi_train,3,Multi-Image Spans
7141,multi_train,3,Non-Span
1925,multi_train,2,Multi-Image Spans
1926,multi_train,2,Non-Span
1927,multi_train,2,Multi-Image Spans
1928,multi_train,2,Multi-Image Spans
5003,multi_train,2,Multi-Image Spans
5005,multi_train,2,Multi-Image Spans
5006,multi_train,2,Multi-Image Spans
5007,multi_train,3,Cross-Image Synthesis
5008,multi_train,3,Non-Span
5009,multi_train,3,Multi-Image Spans
5010,multi_train,3,Non-Span
5011,multi_train,3,Multi-Image Spans
6503,multi_train,2,Multi-Image Spans
6504,multi_train,2,Multi-Image Spans
6505,multi_train,2,Multi-Image Spans
107,multi_train,2,Multi-Image Spans
108,multi_train,2,Multi-Image Spans
109,multi_train,2,Non-Span
