question_id,split_name,task_family,tokenization_flags,flag_count
51355,single_train,single,hyphen_form;numeric_unit_compact,2
51356,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
51359,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
51357,single_train,single,none,1
51354,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
51362,single_train,single,none,1
48694,single_train,single,none,1
48693,single_train,single,date_time_currency;slash_form,2
48688,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
48690,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
48692,single_train,single,hyphen_form,1
48689,single_train,single,hyphen_form;numeric_unit_compact,2
48691,single_train,single,hyphen_form;numeric_unit_compact,2
110879,single_train,single,none,1
110875,single_train,single,date_time_currency,1
110877,single_train,single,none,1
110874,single_train,single,none,1
110876,single_train,single,none,1
110878,single_train,single,none,1
110872,single_train,single,date_time_currency,1
110873,single_train,single,none,1
67793,single_train,single,none,1
67791,single_train,single,none,1
67795,single_train,single,none,1
67792,single_train,single,none,1
67789,single_train,single,none,1
139151,single_train,single,none,1
139152,single_train,single,none,1
139149,single_train,single,date_time_currency;slash_form,2
139150,single_train,single,none,1
139154,single_train,single,none,1
13108,single_train,single,none,1
13102,single_train,single,none,1
13107,single_train,single,abbreviation;slash_form,2
13101,single_train,single,abbreviation;numeric_unit_compact,2
13106,single_train,single,none,1
13103,single_train,single,abbreviation;slash_form,2
53614,single_train,single,numeric_unit_compact,1
53613,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
53616,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
53612,single_train,single,hyphen_form;numeric_unit_compact,2
53615,single_train,single,none,1
131761,single_train,single,none,1
131765,single_train,single,none,1
131759,single_train,single,none,1
131763,single_train,single,none,1
131760,single_train,single,none,1
131758,single_train,single,slash_form,1
131762,single_train,single,none,1
145149,single_train,single,none,1
145146,single_train,single,none,1
145147,single_train,single,numeric_unit_compact,1
145150,single_train,single,none,1
145151,single_train,single,none,1
145148,single_train,single,none,1
102832,single_train,single,abbreviation;hyphen_form,2
102834,single_train,single,none,1
102835,single_train,single,none,1
102833,single_train,single,date_time_currency;hyphen_form;slash_form,3
102836,single_train,single,none,1
102837,single_train,single,none,1
87403,single_train,single,none,1
87405,single_train,single,date_time_currency;slash_form,2
87411,single_train,single,date_time_currency;slash_form,2
87406,single_train,single,date_time_currency;slash_form,2
87404,single_train,single,none,1
87409,single_train,single,date_time_currency;slash_form,2
87408,single_train,single,date_time_currency;slash_form,2
87407,single_train,single,date_time_currency;slash_form,2
121300,single_train,single,hyphen_form,1
121306,single_train,single,none,1
121299,single_train,single,none,1
121305,single_train,single,none,1
121303,single_train,single,date_time_currency;slash_form,2
70891,single_train,single,none,1
70889,single_train,single,none,1
70899,single_train,single,none,1
70893,single_train,single,none,1
70895,single_train,single,none,1
70888,single_train,single,none,1
70898,single_train,single,none,1
70894,single_train,single,none,1
70890,single_train,single,none,1
70896,single_train,single,none,1
8760,single_train,single,none,1
8759,single_train,single,hyphen_form;numeric_unit_compact,2
8758,single_train,single,hyphen_form;numeric_unit_compact,2
8762,single_train,single,hyphen_form;numeric_unit_compact,2
79709,single_train,single,none,1
79708,single_train,single,none,1
79705,single_train,single,none,1
79703,single_train,single,none,1
79704,single_train,single,none,1
79713,single_train,single,none,1
79711,single_train,single,none,1
79712,single_train,single,none,1
79706,single_train,single,none,1
137830,single_train,single,none,1
137831,single_train,single,none,1
137833,single_train,single,none,1
137829,single_train,single,none,1
137791,single_train,single,none,1
137796,single_train,single,hyphen_form,1
137793,single_train,single,none,1
137790,single_train,single,hyphen_form,1
137794,single_train,single,none,1
137795,single_train,single,hyphen_form,1
137799,single_train,single,none,1
14627,single_train,single,none,1
14633,single_train,single,none,1
14632,single_train,single,none,1
14631,single_train,single,none,1
14626,single_train,single,none,1
14628,single_train,single,none,1
14636,single_train,single,none,1
14635,single_train,single,none,1
14625,single_train,single,none,1
14629,single_train,single,none,1
51229,single_train,single,date_time_currency;slash_form,2
51230,single_train,single,none,1
51233,single_train,single,hyphen_form;numeric_unit_compact,2
51232,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
51228,single_train,single,numeric_unit_compact,1
51231,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
118738,single_train,single,none,1
118737,single_train,single,none,1
118740,single_train,single,none,1
118734,single_train,single,none,1
118736,single_train,single,none,1
118741,single_train,single,none,1
118742,single_train,single,none,1
118735,single_train,single,none,1
58748,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
58747,single_train,single,numeric_unit_compact,1
58749,single_train,single,hyphen_form;numeric_unit_compact,2
58745,single_train,single,hyphen_form;numeric_unit_compact,2
58746,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
58752,single_train,single,none,1
16085,single_train,single,date_time_currency,1
16084,single_train,single,none,1
16089,single_train,single,none,1
16086,single_train,single,none,1
16083,single_train,single,none,1
16091,single_train,single,none,1
16090,single_train,single,none,1
16088,single_train,single,none,1
16087,single_train,single,none,1
146931,single_train,single,none,1
146940,single_train,single,none,1
146938,single_train,single,none,1
146936,single_train,single,none,1
146932,single_train,single,none,1
146939,single_train,single,date_time_currency,1
139996,single_train,single,none,1
139998,single_train,single,none,1
139999,single_train,single,none,1
140003,single_train,single,none,1
140000,single_train,single,none,1
140004,single_train,single,none,1
139997,single_train,single,none,1
140002,single_train,single,none,1
140006,single_train,single,none,1
140005,single_train,single,none,1
140001,single_train,single,none,1
2340,single_train,single,numeric_unit_compact,1
2344,single_train,single,none,1
2341,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
2347,single_train,single,none,1
2348,single_train,single,none,1
2342,single_train,single,none,1
2343,single_train,single,none,1
2345,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact,3
151900,single_train,single,none,1
151904,single_train,single,none,1
151905,single_train,single,none,1
151903,single_train,single,none,1
151902,single_train,single,none,1
151901,single_train,single,none,1
92226,single_train,single,date_time_currency;slash_form,2
92217,single_train,single,date_time_currency;slash_form,2
92227,single_train,single,date_time_currency,1
92225,single_train,single,abbreviation;date_time_currency;hyphen_form;slash_form,4
92223,single_train,single,abbreviation;date_time_currency;hyphen_form;numeric_unit_compact;slash_form,5
92220,single_train,single,abbreviation;date_time_currency;hyphen_form;numeric_unit_compact;slash_form,5
92218,single_train,single,none,1
92222,single_train,single,date_time_currency;slash_form,2
92219,single_train,single,none,1
92221,single_train,single,none,1
92216,single_train,single,none,1
50478,single_train,single,none,1
50476,single_train,single,hyphen_form;multi_span_delimiter;numeric_unit_compact,3
50475,single_train,single,hyphen_form;numeric_unit_compact,2
50474,single_train,single,date_time_currency;hyphen_form,2
50482,single_train,single,numeric_unit_compact,1
50479,single_train,single,numeric_unit_compact,1
50483,single_train,single,none,1
50477,single_train,single,hyphen_form;numeric_unit_compact,2
50480,single_train,single,none,1
37544,single_train,single,none,1
37535,single_train,single,none,1
37541,single_train,single,none,1
37543,single_train,single,none,1
37542,single_train,single,none,1
37534,single_train,single,none,1
37536,single_train,single,none,1
37538,single_train,single,none,1
37539,single_train,single,none,1
37537,single_train,single,slash_form,1
67507,single_train,single,slash_form,1
67513,single_train,single,none,1
67510,single_train,single,none,1
67508,single_train,single,slash_form,1
67512,single_train,single,slash_form,1
67506,single_train,single,none,1
67509,single_train,single,none,1
67514,single_train,single,none,1
67511,single_train,single,slash_form,1
12504,single_train,single,none,1
12506,single_train,single,none,1
12508,single_train,single,none,1
12511,single_train,single,none,1
12509,single_train,single,none,1
12505,single_train,single,abbreviation;date_time_currency,2
12507,single_train,single,none,1
121060,single_train,single,none,1
121047,single_train,single,date_time_currency;slash_form,2
121055,single_train,single,date_time_currency;slash_form,2
121059,single_train,single,none,1
121053,single_train,single,none,1
121058,single_train,single,none,1
121057,single_train,single,none,1
121054,single_train,single,none,1
121048,single_train,single,slash_form,1
121056,single_train,single,none,1
121049,single_train,single,none,1
121051,single_train,single,none,1
121050,single_train,single,none,1
121052,single_train,single,none,1
22273,single_train,single,none,1
22274,single_train,single,abbreviation;date_time_currency,2
22269,single_train,single,abbreviation;date_time_currency,2
22271,single_train,single,none,1
22272,single_train,single,none,1
22270,single_train,single,none,1
165194,single_train,single,none,1
165188,single_train,single,none,1
165192,single_train,single,none,1
165193,single_train,single,none,1
165197,single_train,single,none,1
165191,single_train,single,none,1
165190,single_train,single,none,1
165189,single_train,single,none,1
137733,single_train,single,none,1
137738,single_train,single,date_time_currency;slash_form,2
137735,single_train,single,date_time_currency;slash_form,2
137739,single_train,single,none,1
137734,single_train,single,none,1
79309,single_train,single,none,1
79308,single_train,single,hyphen_form,1
79311,single_train,single,none,1
79304,single_train,single,none,1
79305,single_train,single,none,1
79310,single_train,single,date_time_currency;hyphen_form,2
79301,single_train,single,date_time_currency;hyphen_form,2
79306,single_train,single,none,1
79302,single_train,single,none,1
79307,single_train,single,none,1
79300,single_train,single,none,1
79313,single_train,single,none,1
145726,single_train,single,date_time_currency;slash_form,2
145725,single_train,single,none,1
145732,single_train,single,none,1
145724,single_train,single,none,1
145729,single_train,single,none,1
145728,single_train,single,date_time_currency;slash_form,2
145722,single_train,single,hyphen_form,1
145727,single_train,single,hyphen_form,1
145723,single_train,single,none,1
145730,single_train,single,none,1
145731,single_train,single,hyphen_form,1
57114,single_train,single,hyphen_form;numeric_unit_compact,2
57115,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
57112,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
57113,single_train,single,none,1
57110,single_train,single,numeric_unit_compact,1
57111,single_train,single,none,1
11713,single_train,single,none,1
11708,single_train,single,hyphen_form;slash_form,2
11711,single_train,single,hyphen_form;slash_form,2
11709,single_train,single,none,1
11710,single_train,single,multi_span_delimiter,1
11712,single_train,single,none,1
59960,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
59959,single_train,single,numeric_unit_compact,1
59957,single_train,single,date_time_currency;slash_form,2
59961,single_train,single,hyphen_form;numeric_unit_compact,2
59958,single_train,single,hyphen_form,1
101190,single_train,single,none,1
101188,single_train,single,none,1
101187,single_train,single,slash_form,1
101191,single_train,single,abbreviation;hyphen_form,2
17823,single_train,single,none,1
17819,single_train,single,hyphen_form,1
17815,single_train,single,hyphen_form,1
17820,single_train,single,abbreviation,1
17822,single_train,single,abbreviation,1
17818,single_train,single,none,1
17817,single_train,single,abbreviation,1
17821,single_train,single,hyphen_form,1
17816,single_train,single,none,1
97140,single_train,single,numeric_unit_compact,1
97143,single_train,single,slash_form,1
97139,single_train,single,slash_form,1
97138,single_train,single,numeric_unit_compact,1
97142,single_train,single,none,1
48341,single_train,single,hyphen_form;numeric_unit_compact,2
48339,single_train,single,hyphen_form;numeric_unit_compact,2
48343,single_train,single,none,1
48345,single_train,single,none,1
48342,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
48340,single_train,single,date_time_currency;slash_form,2
55425,single_train,single,hyphen_form,1
55430,single_train,single,none,1
55426,single_train,single,date_time_currency;slash_form,2
55427,single_train,single,hyphen_form;numeric_unit_compact,2
55424,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
55422,single_train,single,hyphen_form;numeric_unit_compact,2
55423,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
151459,single_train,single,none,1
151468,single_train,single,none,1
151458,single_train,single,none,1
151461,single_train,single,none,1
151466,single_train,single,none,1
151465,single_train,single,none,1
151462,single_train,single,none,1
151464,single_train,single,none,1
151463,single_train,single,none,1
151467,single_train,single,none,1
151460,single_train,single,none,1
132702,single_train,single,none,1
132706,single_train,single,none,1
132708,single_train,single,none,1
132701,single_train,single,none,1
132703,single_train,single,none,1
132710,single_train,single,none,1
132707,single_train,single,date_time_currency;slash_form,2
132705,single_train,single,hyphen_form,1
132711,single_train,single,none,1
132704,single_train,single,none,1
132712,single_train,single,none,1
98085,single_train,single,abbreviation;hyphen_form,2
98090,single_train,single,none,1
98084,single_train,single,none,1
98087,single_train,single,none,1
98089,single_train,single,none,1
98083,single_train,single,hyphen_form,1
98088,single_train,single,none,1
98086,single_train,single,none,1
55861,single_train,single,none,1
55859,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
55857,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
55860,single_train,single,date_time_currency;hyphen_form;slash_form,3
55862,single_train,single,hyphen_form;numeric_unit_compact,2
55858,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
38806,single_train,single,none,1
38807,single_train,single,none,1
38810,single_train,single,none,1
38805,single_train,single,none,1
38802,single_train,single,none,1
38803,single_train,single,none,1
38809,single_train,single,none,1
119193,single_train,single,none,1
119194,single_train,single,none,1
119192,single_train,single,none,1
119195,single_train,single,date_time_currency;slash_form,2
119196,single_train,single,none,1
119191,single_train,single,hyphen_form,1
63206,single_train,single,none,1
63205,single_train,single,none,1
63207,single_train,single,none,1
63201,single_train,single,none,1
63202,single_train,single,none,1
63204,single_train,single,none,1
63203,single_train,single,none,1
63200,single_train,single,none,1
108344,single_train,single,date_time_currency;hyphen_form,2
108345,single_train,single,none,1
108346,single_train,single,date_time_currency;hyphen_form,2
108347,single_train,single,abbreviation;date_time_currency;hyphen_form;slash_form,4
108348,single_train,single,none,1
108351,single_train,single,none,1
108343,single_train,single,abbreviation;date_time_currency;hyphen_form;slash_form,4
108341,single_train,single,abbreviation;hyphen_form,2
108342,single_train,single,date_time_currency;hyphen_form,2
54172,single_train,single,hyphen_form;numeric_unit_compact,2
54174,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
54171,single_train,single,date_time_currency;slash_form,2
66365,single_train,single,none,1
66368,single_train,single,none,1
66364,single_train,single,date_time_currency,1
66363,single_train,single,none,1
66367,single_train,single,none,1
66366,single_train,single,none,1
35756,single_train,single,none,1
35761,single_train,single,none,1
35755,single_train,single,none,1
35764,single_train,single,none,1
35754,single_train,single,none,1
35758,single_train,single,none,1
114032,single_train,single,none,1
114031,single_train,single,date_time_currency;hyphen_form,2
114036,single_train,single,none,1
114035,single_train,single,date_time_currency;hyphen_form,2
114030,single_train,single,date_time_currency;hyphen_form,2
114033,single_train,single,date_time_currency;slash_form,2
114038,single_train,single,none,1
114034,single_train,single,date_time_currency;hyphen_form,2
114029,single_train,single,date_time_currency;slash_form,2
114037,single_train,single,none,1
92280,single_train,single,none,1
92283,single_train,single,date_time_currency,1
92272,single_train,single,none,1
92274,single_train,single,none,1
92282,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
92279,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
92273,single_train,single,abbreviation;date_time_currency;hyphen_form;numeric_unit_compact;slash_form,5
92281,single_train,single,none,1
92277,single_train,single,date_time_currency,1
92278,single_train,single,none,1
92275,single_train,single,date_time_currency,1
51565,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
51563,single_train,single,hyphen_form;numeric_unit_compact,2
51569,single_train,single,numeric_unit_compact,1
51562,single_train,single,hyphen_form;numeric_unit_compact,2
51570,single_train,single,none,1
51564,single_train,single,numeric_unit_compact,1
51566,single_train,single,none,1
51567,single_train,single,hyphen_form;numeric_unit_compact,2
116374,single_train,single,none,1
116370,single_train,single,hyphen_form,1
116373,single_train,single,date_time_currency;hyphen_form,2
116376,single_train,single,none,1
116372,single_train,single,date_time_currency;slash_form,2
116371,single_train,single,date_time_currency;hyphen_form,2
116369,single_train,single,date_time_currency;slash_form,2
116377,single_train,single,none,1
116375,single_train,single,date_time_currency;hyphen_form,2
44543,single_train,single,none,1
44549,single_train,single,none,1
44545,single_train,single,none,1
44546,single_train,single,none,1
44548,single_train,single,none,1
160256,single_train,single,none,1
160254,single_train,single,none,1
160250,single_train,single,none,1
160249,single_train,single,none,1
160248,single_train,single,none,1
160247,single_train,single,none,1
160252,single_train,single,none,1
160251,single_train,single,none,1
160255,single_train,single,slash_form,1
160253,single_train,single,none,1
86124,single_train,single,none,1
86125,single_train,single,none,1
86123,single_train,single,none,1
86122,single_train,single,none,1
86126,single_train,single,none,1
86130,single_train,single,none,1
86129,single_train,single,none,1
86120,single_train,single,none,1
86127,single_train,single,none,1
86128,single_train,single,none,1
116483,single_train,single,date_time_currency;hyphen_form,2
116485,single_train,single,none,1
116484,single_train,single,date_time_currency;hyphen_form,2
116486,single_train,single,none,1
116482,single_train,single,none,1
116487,single_train,single,none,1
116481,single_train,single,hyphen_form,1
159651,single_train,single,abbreviation;date_time_currency;numeric_unit_compact;slash_form,4
159652,single_train,single,none,1
159658,single_train,single,none,1
159656,single_train,single,none,1
159654,single_train,single,abbreviation,1
159653,single_train,single,abbreviation,1
159655,single_train,single,abbreviation,1
159657,single_train,single,none,1
38557,single_train,single,none,1
38564,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
38563,single_train,single,date_time_currency;slash_form,2
38562,single_train,single,none,1
38558,single_train,single,date_time_currency;slash_form,2
38559,single_train,single,date_time_currency;slash_form,2
38560,single_train,single,none,1
38561,single_train,single,abbreviation;date_time_currency;slash_form,3
38556,single_train,single,none,1
130427,single_train,single,none,1
130435,single_train,single,none,1
130424,single_train,single,none,1
130436,single_train,single,none,1
130433,single_train,single,none,1
130426,single_train,single,date_time_currency;slash_form,2
130430,single_train,single,date_time_currency;slash_form,2
130437,single_train,single,none,1
130425,single_train,single,slash_form,1
130434,single_train,single,date_time_currency;slash_form,2
130432,single_train,single,hyphen_form;slash_form,2
130429,single_train,single,date_time_currency;slash_form,2
130428,single_train,single,none,1
130431,single_train,single,none,1
25382,single_train,single,none,1
25379,single_train,single,numeric_unit_compact,1
25381,single_train,single,slash_form,1
25380,single_train,single,slash_form,1
60632,single_train,single,none,1
60636,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
60633,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
60635,single_train,single,hyphen_form;numeric_unit_compact,2
60630,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
60634,single_train,single,hyphen_form;numeric_unit_compact,2
60631,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
132326,single_train,single,none,1
132321,single_train,single,none,1
132324,single_train,single,none,1
135984,single_train,single,none,1
135993,single_train,single,numeric_unit_compact,1
135989,single_train,single,none,1
135994,single_train,single,date_time_currency;hyphen_form,2
135988,single_train,single,none,1
135995,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact,3
135987,single_train,single,none,1
135986,single_train,single,none,1
135992,single_train,single,none,1
135985,single_train,single,none,1
135991,single_train,single,numeric_unit_compact,1
135990,single_train,single,date_time_currency;hyphen_form,2
69235,single_train,single,none,1
69234,single_train,single,none,1
69233,single_train,single,none,1
69228,single_train,single,none,1
69227,single_train,single,none,1
69238,single_train,single,none,1
69229,single_train,single,none,1
69232,single_train,single,none,1
69231,single_train,single,none,1
69230,single_train,single,none,1
113066,single_train,single,date_time_currency;slash_form,2
113064,single_train,single,abbreviation;hyphen_form,2
113070,single_train,single,none,1
113065,single_train,single,date_time_currency;slash_form,2
113067,single_train,single,none,1
26769,single_train,single,slash_form,1
26767,single_train,single,none,1
26772,single_train,single,none,1
26770,single_train,single,numeric_unit_compact,1
26768,single_train,single,none,1
26771,single_train,single,none,1
102590,single_train,single,none,1
102587,single_train,single,none,1
102586,single_train,single,none,1
102589,single_train,single,abbreviation;date_time_currency;hyphen_form;slash_form,4
102585,single_train,single,none,1
102591,single_train,single,none,1
102588,single_train,single,none,1
33519,single_train,single,numeric_unit_compact,1
33526,single_train,single,date_time_currency;slash_form,2
33523,single_train,single,date_time_currency;slash_form,2
33524,single_train,single,date_time_currency;slash_form,2
33521,single_train,single,date_time_currency;slash_form,2
33518,single_train,single,date_time_currency;slash_form,2
127256,single_train,single,none,1
127260,single_train,single,none,1
133347,single_train,single,slash_form,1
133343,single_train,single,none,1
133348,single_train,single,none,1
133342,single_train,single,none,1
133346,single_train,single,none,1
133344,single_train,single,none,1
156518,single_train,single,none,1
156520,single_train,single,abbreviation,1
156521,single_train,single,none,1
156517,single_train,single,none,1
156519,single_train,single,none,1
40944,single_train,single,none,1
40948,single_train,single,none,1
40946,single_train,single,numeric_unit_compact,1
40942,single_train,single,date_time_currency;slash_form,2
40947,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
40945,single_train,single,none,1
40943,single_train,single,date_time_currency;slash_form,2
19217,single_train,single,none,1
19223,single_train,single,none,1
19215,single_train,single,none,1
19221,single_train,single,none,1
19216,single_train,single,none,1
19218,single_train,single,none,1
19219,single_train,single,none,1
19213,single_train,single,none,1
19214,single_train,single,hyphen_form,1
33453,single_train,single,abbreviation;date_time_currency;slash_form,3
33457,single_train,single,abbreviation;date_time_currency;numeric_unit_compact;slash_form,4
33454,single_train,single,none,1
33459,single_train,single,date_time_currency;slash_form,2
33452,single_train,single,abbreviation;date_time_currency;slash_form,3
33451,single_train,single,abbreviation;date_time_currency;slash_form,3
33456,single_train,single,none,1
33458,single_train,single,abbreviation;date_time_currency;slash_form,3
33455,single_train,single,abbreviation;date_time_currency;numeric_unit_compact;slash_form,4
3932,single_train,single,slash_form,1
3933,single_train,single,slash_form,1
3931,single_train,single,slash_form,1
3930,single_train,single,slash_form,1
3929,single_train,single,slash_form,1
3936,single_train,single,slash_form,1
53496,single_train,single,hyphen_form;numeric_unit_compact,2
53498,single_train,single,date_time_currency;slash_form,2
53494,single_train,single,hyphen_form;numeric_unit_compact,2
53497,single_train,single,hyphen_form;numeric_unit_compact,2
53495,single_train,single,date_time_currency;slash_form,2
53500,single_train,single,hyphen_form;numeric_unit_compact,2
53501,single_train,single,date_time_currency;hyphen_form;numeric_unit_compact;slash_form,4
53503,single_train,single,numeric_unit_compact,1
53504,single_train,single,none,1
53499,single_train,single,none,1
97410,single_train,single,abbreviation;hyphen_form;slash_form,3
97411,single_train,single,none,1
97414,single_train,single,none,1
97409,single_train,single,abbreviation;date_time_currency;hyphen_form;slash_form,4
16007,single_train,single,none,1
16011,single_train,single,none,1
16012,single_train,single,slash_form,1
16008,single_train,single,abbreviation;date_time_currency;numeric_unit_compact,3
16009,single_train,single,none,1
16010,single_train,single,numeric_unit_compact,1
16006,single_train,single,none,1
127291,single_train,single,none,1
127294,single_train,single,none,1
127292,single_train,single,none,1
127295,single_train,single,none,1
127293,single_train,single,none,1
127290,single_train,single,none,1
115887,single_train,single,date_time_currency;hyphen_form,2
115892,single_train,single,none,1
115886,single_train,single,date_time_currency;slash_form,2
115891,single_train,single,none,1
115889,single_train,single,none,1
115890,single_train,single,none,1
115888,single_train,single,date_time_currency;hyphen_form,2
115897,single_train,single,date_time_currency;hyphen_form,2
115893,single_train,single,none,1
115896,single_train,single,date_time_currency;slash_form,2
19801,single_train,single,none,1
19803,single_train,single,hyphen_form;multi_span_delimiter;slash_form,3
19800,single_train,single,none,1
19799,single_train,single,none,1
19798,single_train,single,none,1
19802,single_train,single,none,1
68439,single_train,single,none,1
68438,single_train,single,none,1
68436,single_train,single,none,1
68435,single_train,single,none,1
68433,single_train,single,none,1
68432,single_train,single,none,1
68434,single_train,single,none,1
68437,single_train,single,none,1
123273,single_train,single,none,1
123272,single_train,single,none,1
123270,single_train,single,none,1
123266,single_train,single,none,1
123267,single_train,single,none,1
123269,single_train,single,none,1
123271,single_train,single,none,1
142649,single_train,single,date_time_currency;slash_form,2
142646,single_train,single,none,1
142643,single_train,single,date_time_currency;slash_form,2
142648,single_train,single,none,1
142652,single_train,single,none,1
142653,single_train,single,date_time_currency;slash_form,2
142645,single_train,single,date_time_currency;slash_form,2
142644,single_train,single,none,1
142650,single_train,single,none,1
142647,single_train,single,slash_form,1
4255,single_train,single,none,1
4263,single_train,single,none,1
4257,single_train,single,date_time_currency;slash_form,2
4253,single_train,single,date_time_currency,1
4259,single_train,single,date_time_currency,1
4256,single_train,single,none,1
151686,single_train,single,none,1
151689,single_train,single,none,1
151685,single_train,single,none,1
151694,single_train,single,none,1
151687,single_train,single,none,1
151690,single_train,single,none,1
151688,single_train,single,none,1
151684,single_train,single,none,1
151692,single_train,single,none,1
151683,single_train,single,none,1
150516,single_train,single,none,1
150510,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
150512,single_train,single,none,1
150509,single_train,single,none,1
150511,single_train,single,none,1
77457,single_train,single,none,1
77455,single_train,single,none,1
15998,single_train,single,none,1
16000,single_train,single,none,1
15997,single_train,single,abbreviation;date_time_currency,2
15999,single_train,single,abbreviation;date_time_currency;numeric_unit_compact,3
16001,single_train,single,none,1
15994,single_train,single,none,1
15996,single_train,single,none,1
15995,single_train,single,none,1
16002,single_train,single,abbreviation;date_time_currency,2
17257,single_train,single,none,1
17255,single_train,single,none,1
17258,single_train,single,none,1
17256,single_train,single,abbreviation;date_time_currency,2
17259,single_train,single,abbreviation;date_time_currency,2
17262,single_train,single,none,1
17260,single_train,single,numeric_unit_compact,1
17264,single_train,single,abbreviation,1
17265,single_train,single,none,1
17261,single_train,single,hyphen_form,1
149027,single_train,single,none,1
149024,single_train,single,none,1
149020,single_train,single,none,1
149028,single_train,single,date_time_currency;slash_form,2
149019,single_train,single,none,1
149021,single_train,single,none,1
149026,single_train,single,none,1
149023,single_train,single,none,1
149025,single_train,single,date_time_currency;slash_form,2
149022,single_train,single,none,1
109969,single_train,single,abbreviation;hyphen_form,2
109976,single_train,single,none,1
109971,single_train,single,date_time_currency;slash_form,2
109970,single_train,single,abbreviation;hyphen_form,2
109972,single_train,single,none,1
109973,single_train,single,none,1
114010,single_train,single,date_time_currency;slash_form,2
114011,single_train,single,date_time_currency;hyphen_form,2
114009,single_train,single,date_time_currency;hyphen_form,2
114012,single_train,single,date_time_currency;hyphen_form,2
114016,single_train,single,none,1
114013,single_train,single,none,1
114008,single_train,single,date_time_currency;hyphen_form,2
114007,single_train,single,date_time_currency;hyphen_form,2
114006,single_train,single,date_time_currency;slash_form,2
75253,single_train,single,none,1
75260,single_train,single,none,1
75258,single_train,single,hyphen_form,1
75256,single_train,single,none,1
75257,single_train,single,none,1
75254,single_train,single,hyphen_form;multi_span_delimiter,2
75252,single_train,single,none,1
75263,single_train,single,none,1
75259,single_train,single,none,1
75262,single_train,single,none,1
75261,single_train,single,none,1
75255,single_train,single,none,1
158703,single_train,single,none,1
158700,single_train,single,none,1
158702,single_train,single,slash_form,1
158701,single_train,single,date_time_currency;hyphen_form,2
158705,single_train,single,hyphen_form,1
158706,single_train,single,date_time_currency;numeric_unit_compact;slash_form,3
158704,single_train,single,none,1
133635,single_train,single,none,1
133637,single_train,single,none,1
133638,single_train,single,none,1
133639,single_train,single,none,1
133641,single_train,single,none,1
133634,single_train,single,none,1
133640,single_train,single,none,1
133644,single_train,single,none,1
133631,single_train,single,none,1
133642,single_train,single,none,1
133643,single_train,single,none,1
71730,single_train,single,none,1
71738,single_train,single,none,1
71735,single_train,single,none,1
71734,single_train,single,none,1
71736,single_train,single,none,1
71739,single_train,single,none,1
71731,single_train,single,abbreviation;date_time_currency;hyphen_form,3
71732,single_train,single,none,1
71733,single_train,single,none,1
71737,single_train,single,abbreviation;hyphen_form,2
158118,single_train,single,none,1
158119,single_train,single,none,1
158117,single_train,single,none,1
158114,single_train,single,none,1
158115,single_train,single,none,1
158112,single_train,single,none,1
158120,single_train,single,none,1
158113,single_train,single,none,1
5037,single_train,single,none,1
5038,single_train,single,none,1
5033,single_train,single,none,1
5034,single_train,single,numeric_unit_compact;slash_form,2
5032,single_train,single,none,1
5031,single_train,single,numeric_unit_compact;slash_form,2
26552,single_train,single,none,1
26555,single_train,single,none,1
26548,single_train,single,none,1
