question_id,split_name,task_family,answer_source
52079,single_train,single,question-span
52082,single_train,single,non-extractive
52076,single_train,single,multi-span
52077,single_train,single,question-span
52081,single_train,single,non-extractive
100768,single_train,single,non-extractive
100767,single_train,single,multi-span
100770,single_train,single,question-span
143409,single_train,single,multi-span
143407,single_train,single,image-span
143411,single_train,single,image-span
143408,single_train,single,question-span
143410,single_train,single,non-extractive
85767,single_train,single,multi-span
85773,single_train,single,image-span
85775,single_train,single,non-extractive
85772,single_train,single,image-span
85771,single_train,single,image-span
85770,single_train,single,question-span
73376,single_train,single,multi-span
73380,single_train,single,multi-span
73379,single_train,single,question-span
73373,single_train,single,multi-span
73371,single_train,single,image-span
73378,single_train,single,non-extractive
73375,single_train,single,question-span
26998,single_train,single,question-span
27006,single_train,single,multi-span
27001,single_train,single,image-span
27000,single_train,single,non-extractive
27002,single_train,single,question-span
27003,single_train,single,multi-span
27005,single_train,single,image-span
26999,single_train,single,multi-span
26997,single_train,single,image-span
27004,single_train,single,non-extractive
126035,single_train,single,non-extractive
126032,single_train,single,image-span
126034,single_train,single,multi-span
126033,single_train,single,question-span
108518,single_train,single,question-span
108519,single_train,single,multi-span
108517,single_train,single,non-extractive
108523,single_train,single,non-extractive
47891,single_train,single,non-extractive
47886,single_train,single,multi-span
47889,single_train,single,question-span
47888,single_train,single,question-span
35154,single_train,single,image-span
35150,single_train,single,question-span
35153,single_train,single,non-extractive
35145,single_train,single,image-span
35149,single_train,single,image-span
35148,single_train,single,non-extractive
35151,single_train,single,multi-span
35152,single_train,single,multi-span
35146,single_train,single,question-span
35144,single_train,single,question-span
35147,single_train,single,multi-span
49543,single_train,single,image-span
49537,single_train,single,multi-span
49538,single_train,single,multi-span
49540,single_train,single,question-span
49542,single_train,single,image-span
49539,single_train,single,question-span
49541,single_train,single,image-span
49544,single_train,single,non-extractive
47459,single_train,single,question-span
47461,single_train,single,image-span
47463,single_train,single,image-span
47462,single_train,single,image-span
47460,single_train,single,question-span
47455,single_train,single,multi-span
47458,single_train,single,question-span
47456,single_train,single,multi-span
74896,single_train,single,multi-span
74894,single_train,single,image-span
74897,single_train,single,non-extractive
74898,single_train,single,image-span
74895,single_train,single,question-span
159945,single_train,single,non-extractive
159943,single_train,single,question-span
159942,single_train,single,image-span
159944,single_train,single,multi-span
159946,single_train,single,image-span
159947,single_train,single,question-span
27682,single_train,single,image-span
27685,single_train,single,question-span
27679,single_train,single,question-span
27688,single_train,single,question-span
27681,single_train,single,non-extractive
27692,single_train,single,multi-span
27684,single_train,single,image-span
27678,single_train,single,image-span
27687,single_train,single,non-extractive
27691,single_train,single,question-span
27686,single_train,single,multi-span
27689,single_train,single,multi-span
27683,single_train,single,multi-span
27690,single_train,single,non-extractive
27680,single_train,single,multi-span
150608,single_train,single,image-span
150611,single_train,single,non-extractive
150601,single_train,single,question-span
150607,single_train,single,non-extractive
150602,single_train,single,multi-span
150600,single_train,single,image-span
150604,single_train,single,image-span
150606,single_train,single,multi-span
150603,single_train,single,non-extractive
150605,single_train,single,question-span
129107,single_train,single,question-span
129110,single_train,single,question-span
129108,single_train,single,multi-span
129106,single_train,single,image-span
129102,single_train,single,multi-span
129109,single_train,single,image-span
129105,single_train,single,question-span
129101,single_train,single,question-span
129100,single_train,single,image-span
129103,single_train,single,non-extractive
129104,single_train,single,image-span
164160,single_train,single,non-extractive
164157,single_train,single,image-span
164163,single_train,single,image-span
164158,single_train,single,question-span
164159,single_train,single,multi-span
164161,single_train,single,image-span
164162,single_train,single,non-extractive
164164,single_train,single,question-span
164165,single_train,single,multi-span
10466,single_train,single,multi-span
10464,single_train,single,image-span
10461,single_train,single,question-span
10467,single_train,single,non-extractive
10460,single_train,single,image-span
10463,single_train,single,non-extractive
10465,single_train,single,question-span
20373,single_train,single,image-span
20377,single_train,single,question-span
20383,single_train,single,non-extractive
20376,single_train,single,image-span
20374,single_train,single,question-span
20378,single_train,single,multi-span
32612,single_train,single,multi-span
32616,single_train,single,non-extractive
32610,single_train,single,question-span
32613,single_train,single,non-extractive
32611,single_train,single,multi-span
32609,single_train,single,image-span
105091,single_train,single,image-span
105092,single_train,single,question-span
105095,single_train,single,question-span
105093,single_train,single,multi-span
105097,single_train,single,non-extractive
105096,single_train,single,multi-span
23914,single_train,single,non-extractive
23911,single_train,single,image-span
23912,single_train,single,question-span
23917,single_train,single,multi-span
23918,single_train,single,image-span
23921,single_train,single,non-extractive
23916,single_train,single,question-span
23913,single_train,single,multi-span
23915,single_train,single,image-span
23919,single_train,single,question-span
8806,single_train,single,non-extractive
8807,single_train,single,question-span
8804,single_train,single,image-span
8811,single_train,single,non-extractive
8805,single_train,single,multi-span
8810,single_train,single,multi-span
94281,single_train,single,question-span
94283,single_train,single,question-span
94282,single_train,single,question-span
94284,single_train,single,image-span
94278,single_train,single,multi-span
62884,single_train,single,multi-span
62875,single_train,single,image-span
62883,single_train,single,question-span
62877,single_train,single,multi-span
62881,single_train,single,non-extractive
62886,single_train,single,question-span
62878,single_train,single,non-extractive
62880,single_train,single,multi-span
62879,single_train,single,image-span
62876,single_train,single,question-span
62882,single_train,single,image-span
96115,single_train,single,image-span
96112,single_train,single,question-span
96117,single_train,single,non-extractive
96111,single_train,single,question-span
96110,single_train,single,question-span
96107,single_train,single,multi-span
96109,single_train,single,multi-span
118604,single_train,single,image-span
118599,single_train,single,multi-span
118602,single_train,single,image-span
118598,single_train,single,multi-span
118597,single_train,single,multi-span
118603,single_train,single,image-span
118600,single_train,single,question-span
118601,single_train,single,question-span
153980,single_train,single,non-extractive
153979,single_train,single,multi-span
153978,single_train,single,question-span
74036,single_train,single,image-span
74031,single_train,single,image-span
74035,single_train,single,non-extractive
74032,single_train,single,image-span
74034,single_train,single,multi-span
74033,single_train,single,question-span
94180,single_train,single,image-span
94178,single_train,single,question-span
94176,single_train,single,question-span
94179,single_train,single,image-span
94173,single_train,single,multi-span
94181,single_train,single,non-extractive
94177,single_train,single,question-span
55941,single_train,single,question-span
55943,single_train,single,image-span
55944,single_train,single,non-extractive
55940,single_train,single,multi-span
55945,single_train,single,non-extractive
55939,single_train,single,multi-span
55942,single_train,single,question-span
146009,single_train,single,multi-span
146006,single_train,single,non-extractive
146003,single_train,single,image-span
146010,single_train,single,image-span
146005,single_train,single,multi-span
146013,single_train,single,non-extractive
146007,single_train,single,image-span
146008,single_train,single,question-span
10131,single_train,single,non-extractive
10126,single_train,single,question-span
10130,single_train,single,multi-span
10128,single_train,single,non-extractive
10133,single_train,single,question-span
10129,single_train,single,image-span
10127,single_train,single,multi-span
10132,single_train,single,image-span
10125,single_train,single,image-span
62929,single_train,single,image-span
62931,single_train,single,multi-span
62936,single_train,single,image-span
62933,single_train,single,image-span
62939,single_train,single,non-extractive
62937,single_train,single,question-span
62935,single_train,single,non-extractive
62932,single_train,single,non-extractive
145040,single_train,single,multi-span
145038,single_train,single,non-extractive
145036,single_train,single,question-span
145043,single_train,single,multi-span
145039,single_train,single,image-span
145037,single_train,single,multi-span
145035,single_train,single,image-span
145041,single_train,single,non-extractive
38798,single_train,single,non-extractive
38794,single_train,single,non-extractive
38797,single_train,single,multi-span
38791,single_train,single,image-span
38801,single_train,single,non-extractive
38792,single_train,single,question-span
38793,single_train,single,multi-span
38795,single_train,single,image-span
38796,single_train,single,question-span
123036,single_train,single,multi-span
123044,single_train,single,non-extractive
123040,single_train,single,question-span
123042,single_train,single,image-span
123038,single_train,single,multi-span
123037,single_train,single,multi-span
123043,single_train,single,image-span
118702,single_train,single,non-extractive
118695,single_train,single,question-span
118694,single_train,single,multi-span
118696,single_train,single,question-span
118692,single_train,single,multi-span
118700,single_train,single,image-span
118701,single_train,single,non-extractive
118698,single_train,single,image-span
118699,single_train,single,image-span
41690,single_train,single,multi-span
41692,single_train,single,image-span
41698,single_train,single,non-extractive
41694,single_train,single,multi-span
41688,single_train,single,image-span
41696,single_train,single,question-span
41689,single_train,single,question-span
41691,single_train,single,non-extractive
41693,single_train,single,question-span
41732,single_train,single,non-extractive
41733,single_train,single,image-span
41735,single_train,single,multi-span
41734,single_train,single,question-span
41731,single_train,single,multi-span
41730,single_train,single,question-span
106189,single_train,single,image-span
106193,single_train,single,image-span
106190,single_train,single,question-span
106191,single_train,single,multi-span
106196,single_train,single,non-extractive
106192,single_train,single,non-extractive
106194,single_train,single,question-span
106197,single_train,single,image-span
106195,single_train,single,multi-span
9253,single_train,single,non-extractive
9250,single_train,single,non-extractive
9247,single_train,single,image-span
9249,single_train,single,multi-span
9248,single_train,single,question-span
101536,single_train,single,question-span
101538,single_train,single,non-extractive
101533,single_train,single,question-span
101534,single_train,single,non-extractive
101532,single_train,single,image-span
101537,single_train,single,multi-span
111581,single_train,single,question-span
111579,single_train,single,multi-span
111582,single_train,single,multi-span
111583,single_train,single,non-extractive
111577,single_train,single,non-extractive
111576,single_train,single,multi-span
111574,single_train,single,image-span
111578,single_train,single,question-span
34949,single_train,single,image-span
34958,single_train,single,non-extractive
34952,single_train,single,non-extractive
34953,single_train,single,image-span
34951,single_train,single,multi-span
34954,single_train,single,question-span
34950,single_train,single,question-span
158714,single_train,single,non-extractive
158718,single_train,single,image-span
158711,single_train,single,image-span
158710,single_train,single,non-extractive
158715,single_train,single,image-span
158707,single_train,single,image-span
158716,single_train,single,question-span
158719,single_train,single,image-span
158713,single_train,single,multi-span
158717,single_train,single,multi-span
158712,single_train,single,question-span
158709,single_train,single,multi-span
158708,single_train,single,question-span
29617,single_train,single,multi-span
29621,single_train,single,multi-span
29616,single_train,single,question-span
29618,single_train,single,non-extractive
29615,single_train,single,image-span
29619,single_train,single,image-span
29620,single_train,single,question-span
113185,single_train,single,question-span
113188,single_train,single,image-span
113189,single_train,single,non-extractive
113191,single_train,single,question-span
113193,single_train,single,non-extractive
113190,single_train,single,image-span
113184,single_train,single,image-span
113186,single_train,single,multi-span
113187,single_train,single,non-extractive
56144,single_train,single,multi-span
56146,single_train,single,question-span
56145,single_train,single,multi-span
56151,single_train,single,non-extractive
56150,single_train,single,image-span
56147,single_train,single,question-span
56149,single_train,single,image-span
56148,single_train,single,question-span
92447,single_train,single,multi-span
92451,single_train,single,image-span
92448,single_train,single,multi-span
92450,single_train,single,question-span
92449,single_train,single,question-span
92452,single_train,single,image-span
54200,single_train,single,image-span
54195,single_train,single,question-span
54201,single_train,single,non-extractive
54199,single_train,single,image-span
54193,single_train,single,multi-span
54194,single_train,single,multi-span
54197,single_train,single,question-span
54192,single_train,single,multi-span
54198,single_train,single,image-span
54196,single_train,single,question-span
116127,single_train,single,non-extractive
116122,single_train,single,multi-span
116118,single_train,single,multi-span
116119,single_train,single,non-extractive
116121,single_train,single,question-span
116120,single_train,single,image-span
116123,single_train,single,non-extractive
125475,single_train,single,non-extractive
125472,single_train,single,image-span
125480,single_train,single,question-span
125473,single_train,single,question-span
125477,single_train,single,question-span
125478,single_train,single,multi-span
125479,single_train,single,non-extractive
125474,single_train,single,multi-span
125476,single_train,single,image-span
12661,single_train,single,non-extractive
12657,single_train,single,non-extractive
12650,single_train,single,image-span
12660,single_train,single,multi-span
12652,single_train,single,multi-span
12653,single_train,single,non-extractive
12654,single_train,single,image-span
12651,single_train,single,question-span
12656,single_train,single,multi-span
8151,single_train,single,multi-span
8154,single_train,single,question-span
8152,single_train,single,non-extractive
8156,single_train,single,non-extractive
8155,single_train,single,multi-span
8149,single_train,single,image-span
33724,single_train,single,non-extractive
33723,single_train,single,multi-span
33721,single_train,single,image-span
33725,single_train,single,image-span
33722,single_train,single,question-span
131207,single_train,single,multi-span
131206,single_train,single,question-span
131211,single_train,single,multi-span
131203,single_train,single,multi-span
131201,single_train,single,image-span
131204,single_train,single,non-extractive
131205,single_train,single,image-span
131208,single_train,single,non-extractive
131210,single_train,single,question-span
131212,single_train,single,non-extractive
137932,single_train,single,non-extractive
137931,single_train,single,multi-span
33859,single_train,single,non-extractive
33857,single_train,single,question-span
33862,single_train,single,non-extractive
33860,single_train,single,image-span
33863,single_train,single,image-span
33856,single_train,single,image-span
33858,single_train,single,multi-span
33865,single_train,single,multi-span
33861,single_train,single,question-span
143940,single_train,single,image-span
143945,single_train,single,question-span
143942,single_train,single,multi-span
143946,single_train,single,multi-span
143941,single_train,single,question-span
143944,single_train,single,image-span
14828,single_train,single,non-extractive
14823,single_train,single,multi-span
14832,single_train,single,non-extractive
14835,single_train,single,non-extractive
14825,single_train,single,image-span
14822,single_train,single,question-span
14831,single_train,single,multi-span
14829,single_train,single,image-span
14826,single_train,single,question-span
14834,single_train,single,multi-span
14833,single_train,single,image-span
14821,single_train,single,image-span
14827,single_train,single,multi-span
14824,single_train,single,non-extractive
104572,single_train,single,question-span
104573,single_train,single,multi-span
104574,single_train,single,non-extractive
104571,single_train,single,image-span
116304,single_train,single,question-span
116305,single_train,single,multi-span
116303,single_train,single,image-span
116307,single_train,single,question-span
116312,single_train,single,non-extractive
116306,single_train,single,non-extractive
116308,single_train,single,multi-span
116309,single_train,single,non-extractive
42196,single_train,single,multi-span
42190,single_train,single,image-span
42195,single_train,single,question-span
42191,single_train,single,question-span
42192,single_train,single,multi-span
42193,single_train,single,non-extractive
42194,single_train,single,image-span
105954,single_train,single,question-span
105956,single_train,single,non-extractive
105955,single_train,single,multi-span
105953,single_train,single,image-span
18157,single_train,single,multi-span
18158,single_train,single,non-extractive
18159,single_train,single,non-extractive
18156,single_train,single,image-span
95892,single_train,single,multi-span
95898,single_train,single,image-span
95896,single_train,single,image-span
95897,single_train,single,image-span
95895,single_train,single,question-span
95891,single_train,single,multi-span
95890,single_train,single,multi-span
95894,single_train,single,question-span
95893,single_train,single,question-span
948,single_train,single,multi-span
950,single_train,single,image-span
955,single_train,single,non-extractive
953,single_train,single,image-span
951,single_train,single,multi-span
952,single_train,single,non-extractive
949,single_train,single,non-extractive
954,single_train,single,multi-span
141825,single_train,single,image-span
141829,single_train,single,image-span
141823,single_train,single,multi-span
141826,single_train,single,question-span
141824,single_train,single,non-extractive
141818,single_train,single,image-span
141827,single_train,single,multi-span
59023,single_train,single,multi-span
59027,single_train,single,image-span
59025,single_train,single,question-span
59026,single_train,single,question-span
59022,single_train,single,multi-span
59024,single_train,single,question-span
41191,single_train,single,non-extractive
41187,single_train,single,multi-span
41189,single_train,single,image-span
41188,single_train,single,non-extractive
41186,single_train,single,image-span
84122,single_train,single,question-span
84125,single_train,single,non-extractive
84120,single_train,single,multi-span
84123,single_train,single,question-span
84121,single_train,single,multi-span
84127,single_train,single,non-extractive
84119,single_train,single,multi-span
17734,single_train,single,image-span
17740,single_train,single,multi-span
17737,single_train,single,non-extractive
17736,single_train,single,multi-span
84641,single_train,single,question-span
84643,single_train,single,image-span
84639,single_train,single,multi-span
84646,single_train,single,non-extractive
84644,single_train,single,image-span
84645,single_train,single,image-span
84640,single_train,single,question-span
84642,single_train,single,question-span
37628,single_train,single,multi-span
37624,single_train,single,image-span
37629,single_train,single,non-extractive
37630,single_train,single,multi-span
37622,single_train,single,multi-span
37623,single_train,single,non-extractive
37632,single_train,single,question-span
37626,single_train,single,image-span
37627,single_train,single,question-span
37625,single_train,single,multi-span
37631,single_train,single,image-span
77546,single_train,single,image-span
77544,single_train,single,multi-span
77543,single_train,single,question-span
77539,single_train,single,image-span
77541,single_train,single,non-extractive
77540,single_train,single,multi-span
77542,single_train,single,image-span
77545,single_train,single,non-extractive
55554,single_train,single,question-span
55555,single_train,single,question-span
55551,single_train,single,multi-span
55556,single_train,single,image-span
55552,single_train,single,multi-span
55553,single_train,single,question-span
55557,single_train,single,image-span
124908,single_train,single,multi-span
124911,single_train,single,question-span
124919,single_train,single,non-extractive
124910,single_train,single,multi-span
124918,single_train,single,image-span
124907,single_train,single,multi-span
124915,single_train,single,image-span
124914,single_train,single,question-span
124912,single_train,single,question-span
124909,single_train,single,multi-span
124913,single_train,single,question-span
50305,single_train,single,question-span
50309,single_train,single,image-span
50303,single_train,single,multi-span
50306,single_train,single,question-span
50308,single_train,single,image-span
50302,single_train,single,multi-span
50307,single_train,single,question-span
50304,single_train,single,multi-span
77408,single_train,single,non-extractive
77406,single_train,single,question-span
77407,single_train,single,multi-span
77405,single_train,single,image-span
29891,single_train,single,multi-span
29888,single_train,single,multi-span
29887,single_train,single,question-span
29890,single_train,single,question-span
29886,single_train,single,image-span
29889,single_train,single,non-extractive
61138,single_train,single,image-span
61139,single_train,single,image-span
61134,single_train,single,multi-span
61136,single_train,single,question-span
61135,single_train,single,question-span
61137,single_train,single,question-span
160658,single_train,single,non-extractive
160657,single_train,single,multi-span
160653,single_train,single,multi-span
160661,single_train,single,non-extractive
160656,single_train,single,question-span
160655,single_train,single,image-span
160654,single_train,single,non-extractive
156108,single_train,single,multi-span
156112,single_train,single,non-extractive
156109,single_train,single,non-extractive
156106,single_train,single,image-span
156110,single_train,single,image-span
156107,single_train,single,question-span
115640,single_train,single,non-extractive
115637,single_train,single,image-span
115639,single_train,single,multi-span
115642,single_train,single,non-extractive
115645,single_train,single,multi-span
115638,single_train,single,question-span
115643,single_train,single,image-span
115644,single_train,single,question-span
115646,single_train,single,non-extractive
60599,single_train,single,question-span
60597,single_train,single,question-span
60600,single_train,single,image-span
60598,single_train,single,question-span
27139,single_train,single,non-extractive
27137,single_train,single,question-span
27138,single_train,single,multi-span
27136,single_train,single,image-span
39390,single_train,single,image-span
39399,single_train,single,non-extractive
39391,single_train,single,question-span
39395,single_train,single,question-span
39393,single_train,single,non-extractive
39392,single_train,single,multi-span
39394,single_train,single,image-span
149564,single_train,single,question-span
149562,single_train,single,multi-span
149563,single_train,single,image-span
149565,single_train,single,non-extractive
50342,single_train,single,question-span
50341,single_train,single,question-span
50345,single_train,single,image-span
50346,single_train,single,image-span
50340,single_train,single,multi-span
50344,single_train,single,image-span
50343,single_train,single,question-span
61602,single_train,single,question-span
61603,single_train,single,question-span
61601,single_train,single,multi-span
61599,single_train,single,multi-span
61600,single_train,single,multi-span
151350,single_train,single,multi-span
151345,single_train,single,image-span
151348,single_train,single,non-extractive
151352,single_train,single,image-span
151349,single_train,single,question-span
151351,single_train,single,non-extractive
151347,single_train,single,multi-span
151346,single_train,single,question-span
151353,single_train,single,non-extractive
54340,single_train,single,question-span
54341,single_train,single,image-span
54338,single_train,single,multi-span
54344,single_train,single,non-extractive
54343,single_train,single,non-extractive
54339,single_train,single,question-span
120443,single_train,single,question-span
120438,single_train,single,multi-span
120445,single_train,single,question-span
120440,single_train,single,multi-span
120446,single_train,single,image-span
120439,single_train,single,multi-span
120448,single_train,single,non-extractive
120447,single_train,single,image-span
120441,single_train,single,multi-span
120442,single_train,single,question-span
120444,single_train,single,question-span
8551,single_train,single,question-span
8548,single_train,single,question-span
8547,single_train,single,image-span
8552,single_train,single,non-extractive
8550,single_train,single,non-extractive
8553,single_train,single,image-span
8549,single_train,single,multi-span
137444,single_train,single,image-span
137435,single_train,single,multi-span
137443,single_train,single,non-extractive
137438,single_train,single,question-span
137440,single_train,single,non-extractive
137433,single_train,single,image-span
137437,single_train,single,image-span
137441,single_train,single,image-span
137439,single_train,single,multi-span
57457,single_train,single,image-span
57452,single_train,single,multi-span
57458,single_train,single,image-span
57453,single_train,single,question-span
57456,single_train,single,image-span
92482,single_train,single,image-span
92481,single_train,single,image-span
92477,single_train,single,question-span
92478,single_train,single,question-span
92474,single_train,single,multi-span
92484,single_train,single,non-extractive
92475,single_train,single,multi-span
92479,single_train,single,question-span
92483,single_train,single,non-extractive
156327,single_train,single,question-span
156329,single_train,single,non-extractive
156331,single_train,single,question-span
156324,single_train,single,question-span
156323,single_train,single,image-span
156330,single_train,single,image-span
156332,single_train,single,multi-span
156325,single_train,single,multi-span
156326,single_train,single,non-extractive
156328,single_train,single,multi-span
33666,single_train,single,question-span
33671,single_train,single,multi-span
33665,single_train,single,image-span
33668,single_train,single,non-extractive
33669,single_train,single,image-span
33670,single_train,single,question-span
33672,single_train,single,non-extractive
81670,single_train,single,question-span
81674,single_train,single,question-span
81669,single_train,single,image-span
81671,single_train,single,multi-span
81672,single_train,single,non-extractive
81675,single_train,single,multi-span
81676,single_train,single,non-extractive
155556,single_train,single,non-extractive
155552,single_train,single,non-extractive
155554,single_train,single,question-span
155550,single_train,single,question-span
155551,single_train,single,multi-span
120086,single_train,single,image-span
120085,single_train,single,image-span
120081,single_train,single,question-span
120084,single_train,single,image-span
120083,single_train,single,question-span
3959,single_train,single,non-extractive
3960,single_train,single,image-span
3962,single_train,single,non-extractive
3965,single_train,single,non-extractive
3958,single_train,single,question-span
3957,single_train,single,image-span
119821,single_train,single,image-span
119814,single_train,single,multi-span
119818,single_train,single,question-span
119816,single_train,single,multi-span
119822,single_train,single,image-span
119815,single_train,single,multi-span
119819,single_train,single,question-span
119817,single_train,single,question-span
119820,single_train,single,image-span
4289,single_train,single,image-span
4292,single_train,single,non-extractive
4285,single_train,single,image-span
4288,single_train,single,non-extractive
4287,single_train,single,multi-span
4286,single_train,single,question-span
4290,single_train,single,question-span
4293,single_train,single,image-span
49581,single_train,single,non-extractive
49580,single_train,single,non-extractive
49576,single_train,single,image-span
49577,single_train,single,image-span
49578,single_train,single,image-span
49579,single_train,single,non-extractive
49575,single_train,single,question-span
49572,single_train,single,multi-span
49574,single_train,single,question-span
49573,single_train,single,question-span
33747,single_train,single,question-span
33742,single_train,single,multi-span
33743,single_train,single,non-extractive
33741,single_train,single,question-span
33745,single_train,single,non-extractive
33740,single_train,single,image-span
33744,single_train,single,question-span
124588,single_train,single,question-span
124589,single_train,single,question-span
124584,single_train,single,multi-span
124592,single_train,single,image-span
124585,single_train,single,multi-span
124595,single_train,single,non-extractive
124590,single_train,single,image-span
124591,single_train,single,image-span
124587,single_train,single,question-span
124586,single_train,single,multi-span
124593,single_train,single,non-extractive
49180,single_train,single,multi-span
49182,single_train,single,multi-span
49185,single_train,single,question-span
49181,single_train,single,multi-span
49189,single_train,single,non-extractive
49183,single_train,single,question-span
49186,single_train,single,image-span
49187,single_train,single,image-span
49188,single_train,single,non-extractive
49184,single_train,single,question-span
158916,single_train,single,non-extractive
158910,single_train,single,image-span
158912,single_train,single,multi-span
158908,single_train,single,multi-span
158906,single_train,single,image-span
150305,single_train,single,non-extractive
150303,single_train,single,non-extractive
150299,single_train,single,multi-span
150297,single_train,single,image-span
150298,single_train,single,question-span
150302,single_train,single,question-span
150301,single_train,single,image-span
150300,single_train,single,non-extractive
22634,single_train,single,multi-span
22632,single_train,single,non-extractive
22633,single_train,single,question-span
22635,single_train,single,non-extractive
22630,single_train,single,question-span
22629,single_train,single,image-span
22631,single_train,single,multi-span
32441,single_train,single,non-extractive
32444,single_train,single,question-span
32440,single_train,single,multi-span
32439,single_train,single,question-span
32438,single_train,single,image-span
32443,single_train,single,image-span
32446,single_train,single,non-extractive
32442,single_train,single,question-span
67445,single_train,single,question-span
67448,single_train,single,image-span
67441,single_train,single,question-span
67451,single_train,single,image-span
67447,single_train,single,non-extractive
67453,single_train,single,multi-span
67452,single_train,single,question-span
67443,single_train,single,non-extractive
67446,single_train,single,multi-span
67444,single_train,single,image-span
67449,single_train,single,question-span
67442,single_train,single,multi-span
67450,single_train,single,multi-span
23110,single_train,single,image-span
23112,single_train,single,multi-span
23115,single_train,single,multi-span
23113,single_train,single,non-extractive
23114,single_train,single,question-span
23116,single_train,single,non-extractive
23111,single_train,single,question-span
130866,single_train,single,question-span
130871,single_train,single,multi-span
130865,single_train,single,image-span
130867,single_train,single,multi-span
130872,single_train,single,multi-span
130869,single_train,single,image-span
130870,single_train,single,question-span
27212,single_train,single,non-extractive
27214,single_train,single,non-extractive
27210,single_train,single,question-span
27213,single_train,single,question-span
27209,single_train,single,image-span
27211,single_train,single,multi-span
113797,single_train,single,image-span
113799,single_train,single,multi-span
113805,single_train,single,non-extractive
113800,single_train,single,question-span
113802,single_train,single,image-span
113798,single_train,single,question-span
59415,single_train,single,question-span
59414,single_train,single,question-span
59416,single_train,single,question-span
59411,single_train,single,multi-span
59412,single_train,single,multi-span
59413,single_train,single,multi-span
19916,single_train,single,non-extractive
19920,single_train,single,non-extractive
19919,single_train,single,multi-span
19914,single_train,single,image-span
19917,single_train,single,image-span
19918,single_train,single,question-span
19923,single_train,single,multi-span
19915,single_train,single,multi-span
19924,single_train,single,non-extractive
19922,single_train,single,question-span
96710,single_train,single,image-span
96704,single_train,single,multi-span
96708,single_train,single,question-span
96709,single_train,single,image-span
96706,single_train,single,question-span
96711,single_train,single,image-span
96707,single_train,single,question-span
57412,single_train,single,question-span
57410,single_train,single,question-span
57413,single_train,single,image-span
57409,single_train,single,multi-span
57411,single_train,single,question-span
146509,single_train,single,image-span
146515,single_train,single,multi-span
146519,single_train,single,multi-span
146518,single_train,single,image-span
146517,single_train,single,multi-span
146516,single_train,single,non-extractive
146514,single_train,single,question-span
139746,single_train,single,question-span
139739,single_train,single,image-span
139741,single_train,single,multi-span
139748,single_train,single,image-span
139749,single_train,single,question-span
139744,single_train,single,non-extractive
139747,single_train,single,multi-span
139745,single_train,single,image-span
97590,single_train,single,non-extractive
97589,single_train,single,multi-span
97588,single_train,single,question-span
49829,single_train,single,question-span
49827,single_train,single,multi-span
49830,single_train,single,question-span
49828,single_train,single,question-span
49832,single_train,single,image-span
49831,single_train,single,image-span
49826,single_train,single,multi-span
46496,single_train,single,non-extractive
46492,single_train,single,non-extractive
46495,single_train,single,multi-span
46486,single_train,single,image-span
46491,single_train,single,question-span
46490,single_train,single,image-span
46493,single_train,single,image-span
46489,single_train,single,non-extractive
46487,single_train,single,question-span
46488,single_train,single,multi-span
104308,single_train,single,image-span
104310,single_train,single,non-extractive
104304,single_train,single,image-span
104307,single_train,single,non-extractive
104306,single_train,single,multi-span
104309,single_train,single,question-span
34365,single_train,single,image-span
34367,single_train,single,multi-span
34373,single_train,single,question-span
34366,single_train,single,question-span
34369,single_train,single,question-span
34368,single_train,single,image-span
34372,single_train,single,image-span
34370,single_train,single,multi-span
34371,single_train,single,non-extractive
4394,single_train,single,non-extractive
4391,single_train,single,non-extractive
4390,single_train,single,multi-span
4392,single_train,single,image-span
4386,single_train,single,multi-span
4388,single_train,single,image-span
4389,single_train,single,question-span
4385,single_train,single,question-span
4387,single_train,single,non-extractive
4384,single_train,single,image-span
132861,single_train,single,non-extractive
132868,single_train,single,non-extractive
132859,single_train,single,question-span
132860,single_train,single,multi-span
132858,single_train,single,image-span
132863,single_train,single,question-span
132865,single_train,single,non-extractive
132864,single_train,single,multi-span
14208,single_train,single,image-span
14211,single_train,single,non-extractive
14210,single_train,single,multi-span
23969,single_train,single,non-extractive
23963,single_train,single,multi-span
23965,single_train,single,question-span
23962,single_train,single,image-span
23966,single_train,single,non-extractive
23964,single_train,single,non-extractive
35322,single_train,single,non-extractive
35321,single_train,single,multi-span
35313,single_train,single,question-span
35315,single_train,single,image-span
35312,single_train,single,image-span
35320,single_train,single,question-span
35314,single_train,single,multi-span
35317,single_train,single,multi-span
35316,single_train,single,question-span
35318,single_train,single,non-extractive
35319,single_train,single,image-span
124576,single_train,single,question-span
124581,single_train,single,image-span
124582,single_train,single,non-extractive
124575,single_train,single,multi-span
124579,single_train,single,image-span
124574,single_train,single,multi-span
124578,single_train,single,question-span
124577,single_train,single,question-span
120098,single_train,single,image-span
120097,single_train,single,image-span
120099,single_train,single,image-span
120093,single_train,single,question-span
120091,single_train,single,multi-span
120095,single_train,single,question-span
120100,single_train,single,non-extractive
120094,single_train,single,question-span
120096,single_train,single,question-span
120090,single_train,single,multi-span
120092,single_train,single,multi-span
89349,single_train,single,image-span
89348,single_train,single,image-span
89346,single_train,single,question-span
89350,single_train,single,non-extractive
89342,single_train,single,multi-span
89344,single_train,single,question-span
68881,single_train,single,question-span
68883,single_train,single,non-extractive
68882,single_train,single,multi-span
68880,single_train,single,image-span
57971,single_train,single,multi-span
