question_id,split_name,task_family,answer_tokens,short_answer_le_3_tokens
126383,single_train,single,1,True
126380,single_train,single,3,True
126389,single_train,single,36,False
126382,single_train,single,4,False
52979,single_train,single,1,True
52977,single_train,single,3,True
52976,single_train,single,2,True
52974,single_train,single,12,False
52975,single_train,single,8,False
52978,single_train,single,2,True
57334,single_train,single,3,True
57331,single_train,single,8,False
57332,single_train,single,2,True
57335,single_train,single,1,True
57333,single_train,single,2,True
80327,single_train,single,14,False
80325,single_train,single,13,False
80329,single_train,single,7,False
80326,single_train,single,1,True
80328,single_train,single,1,True
80330,single_train,single,3,True
118633,single_train,single,9,False
118632,single_train,single,1,True
118626,single_train,single,13,False
118627,single_train,single,31,False
118628,single_train,single,9,False
118636,single_train,single,1,True
118631,single_train,single,5,False
118629,single_train,single,2,True
118630,single_train,single,8,False
118634,single_train,single,5,False
1868,single_train,single,3,True
1865,single_train,single,3,True
1872,single_train,single,3,True
1873,single_train,single,4,False
1871,single_train,single,2,True
1870,single_train,single,1,True
1864,single_train,single,1,True
1867,single_train,single,1,True
1869,single_train,single,10,False
1866,single_train,single,2,True
53641,single_train,single,9,False
53648,single_train,single,2,True
53642,single_train,single,19,False
53647,single_train,single,1,True
53643,single_train,single,5,False
53645,single_train,single,2,True
53644,single_train,single,2,True
138657,single_train,single,5,False
138662,single_train,single,4,False
138666,single_train,single,1,True
138661,single_train,single,1,True
138656,single_train,single,2,True
138659,single_train,single,1,True
138660,single_train,single,4,False
138658,single_train,single,12,False
102051,single_train,single,5,False
102054,single_train,single,1,True
102058,single_train,single,1,True
102053,single_train,single,10,False
81703,single_train,single,1,True
81705,single_train,single,8,False
81704,single_train,single,2,True
81707,single_train,single,1,True
81706,single_train,single,1,True
81708,single_train,single,2,True
81709,single_train,single,20,False
49547,single_train,single,10,False
49553,single_train,single,5,False
49552,single_train,single,1,True
49549,single_train,single,2,True
49548,single_train,single,5,False
49555,single_train,single,1,True
49554,single_train,single,3,True
49551,single_train,single,2,True
49550,single_train,single,3,True
52394,single_train,single,2,True
52396,single_train,single,2,True
52391,single_train,single,14,False
52392,single_train,single,4,False
52399,single_train,single,1,True
52397,single_train,single,1,True
52395,single_train,single,3,True
52393,single_train,single,8,False
166304,single_train,single,4,False
166306,single_train,single,1,True
166305,single_train,single,9,False
165590,single_train,single,1,True
165584,single_train,single,2,True
165589,single_train,single,6,False
165591,single_train,single,1,True
165594,single_train,single,1,True
165585,single_train,single,9,False
165583,single_train,single,2,True
165587,single_train,single,3,True
165586,single_train,single,1,True
165588,single_train,single,1,True
84632,single_train,single,2,True
84637,single_train,single,1,True
84633,single_train,single,2,True
84634,single_train,single,2,True
84635,single_train,single,1,True
84629,single_train,single,13,False
84630,single_train,single,23,False
51358,single_train,single,1,True
51360,single_train,single,1,True
51353,single_train,single,5,False
51355,single_train,single,2,True
51356,single_train,single,3,True
51359,single_train,single,3,True
51357,single_train,single,2,True
51354,single_train,single,5,False
51362,single_train,single,1,True
48694,single_train,single,1,True
48693,single_train,single,1,True
48688,single_train,single,28,False
48690,single_train,single,3,True
48692,single_train,single,1,True
48689,single_train,single,2,True
48691,single_train,single,3,True
110879,single_train,single,1,True
110875,single_train,single,1,True
110877,single_train,single,2,True
110874,single_train,single,3,True
110876,single_train,single,2,True
110878,single_train,single,9,False
110872,single_train,single,7,False
110873,single_train,single,2,True
67793,single_train,single,13,False
67791,single_train,single,11,False
67795,single_train,single,21,False
67792,single_train,single,1,True
67789,single_train,single,4,False
139151,single_train,single,1,True
139152,single_train,single,2,True
139149,single_train,single,1,True
139150,single_train,single,4,False
139154,single_train,single,1,True
13108,single_train,single,1,True
13102,single_train,single,1,True
13107,single_train,single,5,False
13101,single_train,single,13,False
13106,single_train,single,2,True
13103,single_train,single,3,True
53614,single_train,single,5,False
53613,single_train,single,5,False
53616,single_train,single,3,True
53612,single_train,single,5,False
53615,single_train,single,3,True
131761,single_train,single,1,True
131765,single_train,single,3,True
131759,single_train,single,6,False
131763,single_train,single,4,False
131760,single_train,single,1,True
131758,single_train,single,4,False
131762,single_train,single,3,True
145149,single_train,single,2,True
145146,single_train,single,4,False
145147,single_train,single,9,False
145150,single_train,single,3,True
145151,single_train,single,2,True
145148,single_train,single,1,True
102832,single_train,single,12,False
102834,single_train,single,5,False
102835,single_train,single,1,True
102833,single_train,single,9,False
102836,single_train,single,2,True
102837,single_train,single,1,True
87403,single_train,single,41,False
87405,single_train,single,3,True
87411,single_train,single,1,True
87406,single_train,single,5,False
87404,single_train,single,41,False
87409,single_train,single,9,False
87408,single_train,single,23,False
87407,single_train,single,3,True
121300,single_train,single,4,False
121306,single_train,single,2,True
121299,single_train,single,2,True
121305,single_train,single,2,True
121303,single_train,single,2,True
70891,single_train,single,1,True
70889,single_train,single,1,True
70899,single_train,single,1,True
70893,single_train,single,1,True
70895,single_train,single,1,True
70888,single_train,single,3,True
70898,single_train,single,11,False
70894,single_train,single,18,False
70890,single_train,single,3,True
70896,single_train,single,5,False
8760,single_train,single,7,False
8759,single_train,single,2,True
8758,single_train,single,1,True
8762,single_train,single,7,False
79709,single_train,single,2,True
79708,single_train,single,8,False
79705,single_train,single,13,False
79703,single_train,single,2,True
79704,single_train,single,1,True
79713,single_train,single,1,True
79711,single_train,single,3,True
79712,single_train,single,4,False
79706,single_train,single,1,True
137830,single_train,single,18,False
137831,single_train,single,1,True
137833,single_train,single,1,True
137829,single_train,single,3,True
137791,single_train,single,1,True
137796,single_train,single,8,False
137793,single_train,single,1,True
137790,single_train,single,5,False
137794,single_train,single,3,True
137795,single_train,single,7,False
137799,single_train,single,1,True
14627,single_train,single,9,False
14633,single_train,single,6,False
14632,single_train,single,1,True
14631,single_train,single,5,False
14626,single_train,single,2,True
14628,single_train,single,1,True
14636,single_train,single,6,False
14635,single_train,single,1,True
14625,single_train,single,2,True
14629,single_train,single,2,True
51229,single_train,single,5,False
51230,single_train,single,2,True
51233,single_train,single,2,True
51232,single_train,single,2,True
51228,single_train,single,5,False
51231,single_train,single,19,False
118738,single_train,single,3,True
118737,single_train,single,2,True
118740,single_train,single,2,True
118734,single_train,single,14,False
118736,single_train,single,6,False
118741,single_train,single,7,False
118742,single_train,single,3,True
118735,single_train,single,14,False
58748,single_train,single,3,True
58747,single_train,single,3,True
58749,single_train,single,1,True
58745,single_train,single,21,False
58746,single_train,single,5,False
58752,single_train,single,1,True
16085,single_train,single,14,False
16084,single_train,single,2,True
16089,single_train,single,6,False
16086,single_train,single,1,True
16083,single_train,single,2,True
16091,single_train,single,1,True
16090,single_train,single,1,True
16088,single_train,single,5,False
16087,single_train,single,2,True
146931,single_train,single,1,True
146940,single_train,single,1,True
146938,single_train,single,1,True
146936,single_train,single,2,True
146932,single_train,single,2,True
146939,single_train,single,2,True
139996,single_train,single,1,True
139998,single_train,single,1,True
139999,single_train,single,1,True
140003,single_train,single,1,True
140000,single_train,single,6,False
140004,single_train,single,10,False
139997,single_train,single,13,False
140002,single_train,single,6,False
140006,single_train,single,1,True
140005,single_train,single,1,True
140001,single_train,single,1,True
2340,single_train,single,3,True
2344,single_train,single,9,False
2341,single_train,single,1,True
2347,single_train,single,2,True
2348,single_train,single,10,False
2342,single_train,single,18,False
2343,single_train,single,1,True
2345,single_train,single,4,False
151900,single_train,single,2,True
151904,single_train,single,3,True
151905,single_train,single,1,True
151903,single_train,single,1,True
151902,single_train,single,8,False
151901,single_train,single,3,True
92226,single_train,single,1,True
92217,single_train,single,34,False
92227,single_train,single,1,True
92225,single_train,single,1,True
92223,single_train,single,6,False
92220,single_train,single,1,True
92218,single_train,single,22,False
92222,single_train,single,14,False
92219,single_train,single,7,False
92221,single_train,single,2,True
92216,single_train,single,3,True
50478,single_train,single,7,False
50476,single_train,single,2,True
50475,single_train,single,12,False
50474,single_train,single,4,False
50482,single_train,single,1,True
50479,single_train,single,1,True
50483,single_train,single,1,True
50477,single_train,single,3,True
50480,single_train,single,8,False
37544,single_train,single,1,True
37535,single_train,single,2,True
37541,single_train,single,1,True
37543,single_train,single,2,True
37542,single_train,single,2,True
37534,single_train,single,3,True
37536,single_train,single,5,False
37538,single_train,single,2,True
37539,single_train,single,2,True
37537,single_train,single,1,True
67507,single_train,single,4,False
67513,single_train,single,1,True
67510,single_train,single,14,False
67508,single_train,single,13,False
67512,single_train,single,2,True
67506,single_train,single,1,True
67509,single_train,single,1,True
67514,single_train,single,1,True
67511,single_train,single,4,False
12504,single_train,single,1,True
12506,single_train,single,4,False
12508,single_train,single,3,True
12511,single_train,single,1,True
12509,single_train,single,1,True
12505,single_train,single,2,True
12507,single_train,single,1,True
121060,single_train,single,1,True
121047,single_train,single,46,False
121055,single_train,single,17,False
121059,single_train,single,1,True
121053,single_train,single,11,False
121058,single_train,single,1,True
121057,single_train,single,4,False
121054,single_train,single,8,False
121048,single_train,single,2,True
121056,single_train,single,2,True
121049,single_train,single,7,False
121051,single_train,single,18,False
121050,single_train,single,24,False
121052,single_train,single,3,True
22273,single_train,single,1,True
22274,single_train,single,1,True
22269,single_train,single,1,True
22271,single_train,single,2,True
22272,single_train,single,1,True
22270,single_train,single,1,True
165194,single_train,single,1,True
165188,single_train,single,6,False
165192,single_train,single,9,False
165193,single_train,single,3,True
165197,single_train,single,1,True
165191,single_train,single,1,True
165190,single_train,single,12,False
165189,single_train,single,2,True
137733,single_train,single,3,True
137738,single_train,single,18,False
137735,single_train,single,28,False
137739,single_train,single,1,True
137734,single_train,single,5,False
79309,single_train,single,4,False
79308,single_train,single,1,True
79311,single_train,single,1,True
79304,single_train,single,1,True
79305,single_train,single,1,True
79310,single_train,single,4,False
79301,single_train,single,1,True
79306,single_train,single,4,False
79302,single_train,single,2,True
79307,single_train,single,1,True
79300,single_train,single,1,True
79313,single_train,single,1,True
145726,single_train,single,1,True
145725,single_train,single,1,True
145732,single_train,single,1,True
145724,single_train,single,11,False
145729,single_train,single,2,True
145728,single_train,single,9,False
145722,single_train,single,1,True
145727,single_train,single,2,True
145723,single_train,single,3,True
145730,single_train,single,5,False
145731,single_train,single,7,False
57114,single_train,single,3,True
57115,single_train,single,6,False
57112,single_train,single,3,True
57113,single_train,single,6,False
57110,single_train,single,5,False
57111,single_train,single,3,True
11713,single_train,single,34,False
11708,single_train,single,8,False
11711,single_train,single,4,False
11709,single_train,single,2,True
11710,single_train,single,37,False
11712,single_train,single,8,False
59960,single_train,single,3,True
59959,single_train,single,2,True
59957,single_train,single,5,False
59961,single_train,single,3,True
59958,single_train,single,15,False
101190,single_train,single,3,True
101188,single_train,single,1,True
101187,single_train,single,40,False
101191,single_train,single,4,False
17823,single_train,single,1,True
17819,single_train,single,2,True
17815,single_train,single,1,True
17820,single_train,single,40,False
17822,single_train,single,2,True
17818,single_train,single,1,True
17817,single_train,single,10,False
17821,single_train,single,1,True
17816,single_train,single,6,False
97140,single_train,single,8,False
97143,single_train,single,1,True
97139,single_train,single,4,False
97138,single_train,single,2,True
97142,single_train,single,1,True
48341,single_train,single,2,True
48339,single_train,single,11,False
48343,single_train,single,3,True
48345,single_train,single,1,True
48342,single_train,single,3,True
48340,single_train,single,5,False
55425,single_train,single,5,False
55430,single_train,single,1,True
55426,single_train,single,2,True
55427,single_train,single,3,True
55424,single_train,single,8,False
55422,single_train,single,17,False
55423,single_train,single,14,False
151459,single_train,single,1,True
151468,single_train,single,2,True
151458,single_train,single,1,True
151461,single_train,single,1,True
151466,single_train,single,1,True
151465,single_train,single,1,True
151462,single_train,single,3,True
151464,single_train,single,2,True
151463,single_train,single,1,True
151467,single_train,single,1,True
151460,single_train,single,5,False
132702,single_train,single,1,True
132706,single_train,single,2,True
132708,single_train,single,1,True
132701,single_train,single,2,True
132703,single_train,single,8,False
132710,single_train,single,4,False
132707,single_train,single,5,False
132705,single_train,single,5,False
132711,single_train,single,8,False
132704,single_train,single,1,True
132712,single_train,single,1,True
98085,single_train,single,37,False
98090,single_train,single,1,True
98084,single_train,single,1,True
98087,single_train,single,3,True
98089,single_train,single,4,False
98083,single_train,single,1,True
98088,single_train,single,2,True
98086,single_train,single,1,True
55861,single_train,single,3,True
55859,single_train,single,17,False
55857,single_train,single,31,False
55860,single_train,single,6,False
55862,single_train,single,3,True
55858,single_train,single,5,False
38806,single_train,single,29,False
38807,single_train,single,2,True
38810,single_train,single,1,True
38805,single_train,single,1,True
38802,single_train,single,1,True
38803,single_train,single,2,True
38809,single_train,single,1,True
119193,single_train,single,8,False
119194,single_train,single,1,True
119192,single_train,single,5,False
119195,single_train,single,2,True
119196,single_train,single,9,False
119191,single_train,single,1,True
63206,single_train,single,5,False
63205,single_train,single,2,True
63207,single_train,single,4,False
63201,single_train,single,4,False
63202,single_train,single,1,True
63204,single_train,single,2,True
63203,single_train,single,1,True
63200,single_train,single,2,True
108344,single_train,single,1,True
108345,single_train,single,2,True
108346,single_train,single,14,False
108347,single_train,single,1,True
108348,single_train,single,5,False
108351,single_train,single,1,True
108343,single_train,single,4,False
108341,single_train,single,1,True
108342,single_train,single,6,False
54172,single_train,single,2,True
54174,single_train,single,1,True
54171,single_train,single,4,False
66365,single_train,single,36,False
66368,single_train,single,1,True
66364,single_train,single,3,True
66363,single_train,single,11,False
66367,single_train,single,36,False
66366,single_train,single,1,True
35756,single_train,single,15,False
35761,single_train,single,1,True
35755,single_train,single,12,False
35764,single_train,single,9,False
35754,single_train,single,2,True
35758,single_train,single,9,False
114032,single_train,single,1,True
114031,single_train,single,14,False
114036,single_train,single,3,True
114035,single_train,single,1,True
114030,single_train,single,2,True
114033,single_train,single,1,True
114038,single_train,single,1,True
114034,single_train,single,6,False
114029,single_train,single,3,True
114037,single_train,single,2,True
92280,single_train,single,1,True
92283,single_train,single,1,True
92272,single_train,single,3,True
92274,single_train,single,8,False
92282,single_train,single,1,True
92279,single_train,single,7,False
92273,single_train,single,2,True
92281,single_train,single,1,True
92277,single_train,single,2,True
92278,single_train,single,1,True
92275,single_train,single,7,False
51565,single_train,single,3,True
51563,single_train,single,16,False
51569,single_train,single,1,True
51562,single_train,single,14,False
51570,single_train,single,1,True
51564,single_train,single,2,True
51566,single_train,single,3,True
51567,single_train,single,3,True
116374,single_train,single,1,True
116370,single_train,single,4,False
116373,single_train,single,3,True
116376,single_train,single,17,False
116372,single_train,single,1,True
116371,single_train,single,2,True
116369,single_train,single,1,True
116377,single_train,single,1,True
116375,single_train,single,2,True
44543,single_train,single,3,True
44549,single_train,single,1,True
44545,single_train,single,5,False
44546,single_train,single,1,True
44548,single_train,single,5,False
160256,single_train,single,1,True
160254,single_train,single,1,True
160250,single_train,single,1,True
160249,single_train,single,3,True
160248,single_train,single,6,False
160247,single_train,single,6,False
160252,single_train,single,1,True
160251,single_train,single,6,False
160255,single_train,single,39,False
160253,single_train,single,6,False
86124,single_train,single,5,False
86125,single_train,single,2,True
86123,single_train,single,12,False
86122,single_train,single,40,False
86126,single_train,single,5,False
86130,single_train,single,1,True
86129,single_train,single,4,False
86120,single_train,single,2,True
86127,single_train,single,1,True
86128,single_train,single,2,True
116483,single_train,single,2,True
116485,single_train,single,1,True
116484,single_train,single,2,True
116486,single_train,single,1,True
116482,single_train,single,4,False
116487,single_train,single,1,True
116481,single_train,single,1,True
159651,single_train,single,27,False
159652,single_train,single,1,True
159658,single_train,single,1,True
159656,single_train,single,1,True
159654,single_train,single,6,False
159653,single_train,single,8,False
159655,single_train,single,14,False
159657,single_train,single,12,False
38557,single_train,single,4,False
38564,single_train,single,26,False
38563,single_train,single,2,True
38562,single_train,single,1,True
38558,single_train,single,1,True
38559,single_train,single,11,False
38560,single_train,single,16,False
38561,single_train,single,4,False
38556,single_train,single,3,True
130427,single_train,single,1,True
130435,single_train,single,1,True
130424,single_train,single,1,True
130436,single_train,single,2,True
130433,single_train,single,15,False
130426,single_train,single,9,False
130430,single_train,single,1,True
130437,single_train,single,5,False
130425,single_train,single,4,False
130434,single_train,single,1,True
130432,single_train,single,4,False
130429,single_train,single,3,True
130428,single_train,single,3,True
130431,single_train,single,3,True
25382,single_train,single,1,True
25379,single_train,single,3,True
25381,single_train,single,2,True
25380,single_train,single,1,True
60632,single_train,single,3,True
60636,single_train,single,6,False
60633,single_train,single,4,False
60635,single_train,single,3,True
60630,single_train,single,6,False
60634,single_train,single,3,True
60631,single_train,single,8,False
132326,single_train,single,1,True
132321,single_train,single,10,False
132324,single_train,single,7,False
135984,single_train,single,2,True
135993,single_train,single,2,True
135989,single_train,single,6,False
135994,single_train,single,21,False
135988,single_train,single,2,True
135995,single_train,single,1,True
135987,single_train,single,1,True
135986,single_train,single,20,False
135992,single_train,single,5,False
135985,single_train,single,1,True
135991,single_train,single,1,True
135990,single_train,single,2,True
69235,single_train,single,2,True
69234,single_train,single,1,True
69233,single_train,single,52,False
69228,single_train,single,1,True
69227,single_train,single,1,True
69238,single_train,single,1,True
69229,single_train,single,3,True
69232,single_train,single,5,False
69231,single_train,single,1,True
69230,single_train,single,1,True
113066,single_train,single,2,True
113064,single_train,single,1,True
113070,single_train,single,1,True
113065,single_train,single,1,True
113067,single_train,single,1,True
26769,single_train,single,1,True
26767,single_train,single,1,True
26772,single_train,single,7,False
26770,single_train,single,7,False
26768,single_train,single,15,False
26771,single_train,single,5,False
102590,single_train,single,19,False
102587,single_train,single,12,False
102586,single_train,single,2,True
102589,single_train,single,1,True
102585,single_train,single,4,False
102591,single_train,single,4,False
102588,single_train,single,1,True
33519,single_train,single,2,True
33526,single_train,single,1,True
33523,single_train,single,5,False
33524,single_train,single,3,True
33521,single_train,single,1,True
33518,single_train,single,3,True
127256,single_train,single,1,True
127260,single_train,single,1,True
133347,single_train,single,8,False
133343,single_train,single,2,True
133348,single_train,single,1,True
133342,single_train,single,1,True
133346,single_train,single,2,True
133344,single_train,single,1,True
156518,single_train,single,28,False
156520,single_train,single,4,False
156521,single_train,single,14,False
156517,single_train,single,2,True
156519,single_train,single,1,True
40944,single_train,single,1,True
40948,single_train,single,1,True
40946,single_train,single,6,False
40942,single_train,single,3,True
40947,single_train,single,8,False
40945,single_train,single,1,True
40943,single_train,single,5,False
19217,single_train,single,2,True
19223,single_train,single,1,True
19215,single_train,single,6,False
19221,single_train,single,3,True
19216,single_train,single,1,True
19218,single_train,single,14,False
19219,single_train,single,1,True
19213,single_train,single,2,True
19214,single_train,single,3,True
33453,single_train,single,4,False
33457,single_train,single,6,False
33454,single_train,single,1,True
33459,single_train,single,2,True
33452,single_train,single,1,True
33451,single_train,single,2,True
33456,single_train,single,5,False
33458,single_train,single,9,False
33455,single_train,single,2,True
3932,single_train,single,1,True
3933,single_train,single,1,True
3931,single_train,single,3,True
3930,single_train,single,2,True
3929,single_train,single,1,True
3936,single_train,single,1,True
53496,single_train,single,11,False
53498,single_train,single,2,True
53494,single_train,single,14,False
53497,single_train,single,3,True
53495,single_train,single,5,False
53500,single_train,single,3,True
53501,single_train,single,3,True
53503,single_train,single,1,True
53504,single_train,single,1,True
53499,single_train,single,2,True
97410,single_train,single,3,True
97411,single_train,single,1,True
97414,single_train,single,1,True
97409,single_train,single,4,False
16007,single_train,single,1,True
16011,single_train,single,5,False
16012,single_train,single,4,False
16008,single_train,single,10,False
16009,single_train,single,1,True
16010,single_train,single,1,True
16006,single_train,single,1,True
127291,single_train,single,1,True
127294,single_train,single,2,True
127292,single_train,single,7,False
127295,single_train,single,7,False
127293,single_train,single,2,True
127290,single_train,single,4,False
115887,single_train,single,2,True
115892,single_train,single,1,True
115886,single_train,single,1,True
115891,single_train,single,21,False
115889,single_train,single,1,True
115890,single_train,single,4,False
115888,single_train,single,2,True
115897,single_train,single,4,False
115893,single_train,single,4,False
115896,single_train,single,3,True
19801,single_train,single,2,True
19803,single_train,single,24,False
19800,single_train,single,1,True
19799,single_train,single,6,False
19798,single_train,single,5,False
19802,single_train,single,2,True
68439,single_train,single,1,True
68438,single_train,single,9,False
68436,single_train,single,5,False
68435,single_train,single,1,True
68433,single_train,single,2,True
68432,single_train,single,11,False
68434,single_train,single,44,False
68437,single_train,single,1,True
123273,single_train,single,1,True
123272,single_train,single,1,True
123270,single_train,single,2,True
123266,single_train,single,4,False
123267,single_train,single,6,False
123269,single_train,single,10,False
123271,single_train,single,14,False
142649,single_train,single,26,False
142646,single_train,single,1,True
142643,single_train,single,12,False
142648,single_train,single,2,True
142652,single_train,single,2,True
142653,single_train,single,19,False
142645,single_train,single,44,False
142644,single_train,single,2,True
142650,single_train,single,1,True
142647,single_train,single,1,True
4255,single_train,single,6,False
4263,single_train,single,1,True
4257,single_train,single,16,False
4253,single_train,single,2,True
4259,single_train,single,1,True
4256,single_train,single,1,True
151686,single_train,single,1,True
151689,single_train,single,13,False
151685,single_train,single,5,False
151694,single_train,single,1,True
151687,single_train,single,7,False
151690,single_train,single,1,True
151688,single_train,single,1,True
151684,single_train,single,5,False
151692,single_train,single,2,True
151683,single_train,single,3,True
150516,single_train,single,1,True
150510,single_train,single,5,False
150512,single_train,single,1,True
150509,single_train,single,4,False
150511,single_train,single,13,False
77457,single_train,single,1,True
77455,single_train,single,19,False
15998,single_train,single,15,False
16000,single_train,single,1,True
15997,single_train,single,1,True
15999,single_train,single,28,False
16001,single_train,single,18,False
15994,single_train,single,10,False
15996,single_train,single,21,False
15995,single_train,single,2,True
16002,single_train,single,1,True
17257,single_train,single,6,False
17255,single_train,single,1,True
17258,single_train,single,1,True
17256,single_train,single,2,True
17259,single_train,single,5,False
17262,single_train,single,1,True
17260,single_train,single,6,False
17264,single_train,single,13,False
17265,single_train,single,1,True
17261,single_train,single,16,False
149027,single_train,single,2,True
149024,single_train,single,2,True
149020,single_train,single,3,True
149028,single_train,single,11,False
149019,single_train,single,15,False
149021,single_train,single,2,True
149026,single_train,single,8,False
149023,single_train,single,1,True
149025,single_train,single,2,True
149022,single_train,single,1,True
109969,single_train,single,1,True
109976,single_train,single,1,True
109971,single_train,single,3,True
109970,single_train,single,2,True
109972,single_train,single,1,True
109973,single_train,single,3,True
114010,single_train,single,1,True
114011,single_train,single,14,False
114009,single_train,single,1,True
114012,single_train,single,1,True
114016,single_train,single,1,True
114013,single_train,single,3,True
114008,single_train,single,23,False
114007,single_train,single,4,False
114006,single_train,single,3,True
75253,single_train,single,2,True
75260,single_train,single,3,True
75258,single_train,single,18,False
75256,single_train,single,8,False
75257,single_train,single,3,True
75254,single_train,single,65,False
75252,single_train,single,1,True
75263,single_train,single,1,True
75259,single_train,single,1,True
75262,single_train,single,10,False
75261,single_train,single,8,False
75255,single_train,single,1,True
158703,single_train,single,1,True
158700,single_train,single,2,True
158702,single_train,single,13,False
158701,single_train,single,2,True
158705,single_train,single,14,False
158706,single_train,single,1,True
158704,single_train,single,1,True
133635,single_train,single,1,True
133637,single_train,single,1,True
133638,single_train,single,9,False
133639,single_train,single,6,False
133641,single_train,single,1,True
133634,single_train,single,1,True
133640,single_train,single,4,False
133644,single_train,single,1,True
133631,single_train,single,1,True
133642,single_train,single,2,True
133643,single_train,single,4,False
71730,single_train,single,4,False
71738,single_train,single,29,False
71735,single_train,single,29,False
71734,single_train,single,9,False
71736,single_train,single,1,True
71739,single_train,single,1,True
71731,single_train,single,2,True
71732,single_train,single,29,False
71733,single_train,single,1,True
71737,single_train,single,4,False
158118,single_train,single,2,True
158119,single_train,single,7,False
158117,single_train,single,1,True
158114,single_train,single,3,True
158115,single_train,single,7,False
158112,single_train,single,8,False
158120,single_train,single,1,True
158113,single_train,single,1,True
5037,single_train,single,1,True
5038,single_train,single,2,True
5033,single_train,single,1,True
5034,single_train,single,2,True
5032,single_train,single,11,False
5031,single_train,single,15,False
26552,single_train,single,4,False
26555,single_train,single,3,True
26548,single_train,single,4,False
26553,single_train,single,10,False
26554,single_train,single,1,True
26556,single_train,single,2,True
26551,single_train,single,1,True
26558,single_train,single,1,True
26549,single_train,single,3,True
26550,single_train,single,28,False
43121,single_train,single,1,True
43125,single_train,single,8,False
43133,single_train,single,28,False
43123,single_train,single,1,True
43130,single_train,single,1,True
43131,single_train,single,2,True
43126,single_train,single,1,True
43124,single_train,single,1,True
43127,single_train,single,2,True
43129,single_train,single,8,False
43120,single_train,single,2,True
43122,single_train,single,8,False
21091,single_train,single,2,True
21090,single_train,single,1,True
21095,single_train,single,1,True
21089,single_train,single,5,False
21092,single_train,single,1,True
21094,single_train,single,2,True
21093,single_train,single,10,False
153548,single_train,single,12,False
153551,single_train,single,1,True
153550,single_train,single,2,True
153546,single_train,single,4,False
153547,single_train,single,6,False
133246,single_train,single,13,False
133240,single_train,single,8,False
133243,single_train,single,2,True
133242,single_train,single,2,True
133245,single_train,single,2,True
133244,single_train,single,19,False
133241,single_train,single,1,True
122677,single_train,single,1,True
122673,single_train,single,5,False
122674,single_train,single,6,False
122675,single_train,single,1,True
122682,single_train,single,1,True
122679,single_train,single,2,True
122684,single_train,single,1,True
122676,single_train,single,2,True
122680,single_train,single,2,True
122681,single_train,single,3,True
49177,single_train,single,16,False
49176,single_train,single,3,True
49171,single_train,single,18,False
49175,single_train,single,2,True
49178,single_train,single,1,True
49173,single_train,single,3,True
49172,single_train,single,15,False
49174,single_train,single,2,True
20611,single_train,single,8,False
20607,single_train,single,1,True
20613,single_train,single,7,False
20610,single_train,single,2,True
20606,single_train,single,8,False
20609,single_train,single,1,True
20612,single_train,single,5,False
20608,single_train,single,20,False
91248,single_train,single,7,False
91246,single_train,single,2,True
91253,single_train,single,1,True
91251,single_train,single,4,False
91252,single_train,single,1,True
91254,single_train,single,1,True
91250,single_train,single,2,True
91249,single_train,single,3,True
17837,single_train,single,1,True
17838,single_train,single,59,False
17843,single_train,single,7,False
17842,single_train,single,1,True
17836,single_train,single,1,True
17845,single_train,single,1,True
17840,single_train,single,1,True
17839,single_train,single,1,True
17844,single_train,single,1,True
17841,single_train,single,22,False
69682,single_train,single,1,True
69679,single_train,single,2,True
69680,single_train,single,3,True
69681,single_train,single,22,False
69684,single_train,single,1,True
145822,single_train,single,4,False
145818,single_train,single,1,True
145814,single_train,single,2,True
145823,single_train,single,4,False
145820,single_train,single,1,True
145824,single_train,single,1,True
145809,single_train,single,1,True
145812,single_train,single,1,True
145819,single_train,single,11,False
145815,single_train,single,10,False
145817,single_train,single,2,True
82317,single_train,single,3,True
82318,single_train,single,2,True
82322,single_train,single,3,True
82321,single_train,single,2,True
82323,single_train,single,9,False
82319,single_train,single,6,False
136570,single_train,single,2,True
136559,single_train,single,15,False
136565,single_train,single,2,True
136562,single_train,single,1,True
136569,single_train,single,1,True
136563,single_train,single,2,True
136560,single_train,single,1,True
136567,single_train,single,3,True
136564,single_train,single,1,True
136561,single_train,single,24,False
76481,single_train,single,27,False
76485,single_train,single,6,False
76487,single_train,single,5,False
76484,single_train,single,3,True
76486,single_train,single,24,False
76489,single_train,single,1,True
76482,single_train,single,30,False
76480,single_train,single,4,False
76488,single_train,single,3,True
76483,single_train,single,1,True
44957,single_train,single,9,False
44955,single_train,single,1,True
44959,single_train,single,5,False
44958,single_train,single,1,True
44956,single_train,single,8,False
44961,single_train,single,1,True
44960,single_train,single,1,True
41213,single_train,single,1,True
41212,single_train,single,2,True
41206,single_train,single,1,True
41210,single_train,single,1,True
41208,single_train,single,3,True
41203,single_train,single,1,True
41207,single_train,single,1,True
41209,single_train,single,5,False
41205,single_train,single,7,False
26026,single_train,single,7,False
26028,single_train,single,10,False
26032,single_train,single,10,False
26036,single_train,single,6,False
26033,single_train,single,1,True
26029,single_train,single,1,True
26027,single_train,single,2,True
26031,single_train,single,2,True
26034,single_train,single,3,True
26030,single_train,single,6,False
26037,single_train,single,1,True
80731,single_train,single,1,True
80728,single_train,single,12,False
80730,single_train,single,2,True
80729,single_train,single,1,True
80732,single_train,single,5,False
80726,single_train,single,3,True
80727,single_train,single,2,True
80733,single_train,single,1,True
165905,single_train,single,8,False
165903,single_train,single,1,True
