question_id,split_name,task_family,question_type,reasoning_mode
26548,single_train,single,which,lookup
26553,single_train,single,list,lookup
26554,single_train,single,how_many,reasoning
26556,single_train,single,other,lookup
26551,single_train,single,how_many,reasoning
26558,single_train,single,how_many,reasoning
26549,single_train,single,other,lookup
26550,single_train,single,which,lookup
43121,single_train,single,what,lookup
43125,single_train,single,which,lookup
43133,single_train,single,which,lookup
43123,single_train,single,how_many,reasoning
43130,single_train,single,how_many,reasoning
43131,single_train,single,which,lookup
43126,single_train,single,how_many,reasoning
43124,single_train,single,compare,reasoning
43127,single_train,single,how_many,lookup
43129,single_train,single,which,lookup
43120,single_train,single,how_many,reasoning
43122,single_train,single,what,lookup
21091,single_train,single,how_many,reasoning
21090,single_train,single,what,lookup
21095,single_train,single,how_many,reasoning
21089,single_train,single,which,lookup
21092,single_train,single,how_many,reasoning
21094,single_train,single,which,lookup
21093,single_train,single,which,lookup
153548,single_train,single,what,reasoning
153551,single_train,single,how_many,reasoning
153550,single_train,single,which,reasoning
153546,single_train,single,how_many,reasoning
153547,single_train,single,list,reasoning
133246,single_train,single,how_many,lookup
133240,single_train,single,when,lookup
133243,single_train,single,which,lookup
133242,single_train,single,what,lookup
133245,single_train,single,other,reasoning
133244,single_train,single,which,lookup
133241,single_train,single,how_many,reasoning
122677,single_train,single,other,lookup
122673,single_train,single,what,lookup
122674,single_train,single,what,reasoning
122675,single_train,single,which,lookup
122682,single_train,single,how_many,reasoning
122679,single_train,single,what,lookup
122684,single_train,single,how_many,reasoning
122676,single_train,single,which,lookup
122680,single_train,single,how_many,lookup
122681,single_train,single,which,lookup
49177,single_train,single,which,lookup
49176,single_train,single,how_many,lookup
49171,single_train,single,which,reasoning
49175,single_train,single,how_many,lookup
49178,single_train,single,how_many,reasoning
49173,single_train,single,which,lookup
49172,single_train,single,how_many,lookup
49174,single_train,single,how_many,lookup
20611,single_train,single,which,reasoning
20607,single_train,single,which,lookup
20613,single_train,single,which,lookup
20610,single_train,single,what,lookup
20606,single_train,single,which,lookup
20609,single_train,single,how_many,reasoning
20612,single_train,single,which,lookup
20608,single_train,single,which,reasoning
91248,single_train,single,list,lookup
91246,single_train,single,how_many,reasoning
91253,single_train,single,how_many,reasoning
91251,single_train,single,what,lookup
91252,single_train,single,other,lookup
91254,single_train,single,compare,reasoning
91250,single_train,single,count,lookup
91249,single_train,single,when,reasoning
17837,single_train,single,what,lookup
17838,single_train,single,which,lookup
17843,single_train,single,which,lookup
17842,single_train,single,how_many,reasoning
17836,single_train,single,how_many,lookup
17845,single_train,single,how_many,reasoning
17840,single_train,single,what,lookup
17839,single_train,single,compare,reasoning
17844,single_train,single,what,lookup
17841,single_train,single,which,lookup
69682,single_train,single,how_many,reasoning
69679,single_train,single,when,lookup
69680,single_train,single,other,lookup
69681,single_train,single,which,lookup
69684,single_train,single,what,lookup
145822,single_train,single,which,lookup
145818,single_train,single,which,lookup
145814,single_train,single,which,lookup
145823,single_train,single,which,lookup
145820,single_train,single,how_many,reasoning
145824,single_train,single,how_many,reasoning
145809,single_train,single,which,lookup
145812,single_train,single,how_many,reasoning
145819,single_train,single,which,lookup
145815,single_train,single,which,lookup
145817,single_train,single,which,lookup
82317,single_train,single,how_many,reasoning
82318,single_train,single,count,lookup
82322,single_train,single,count,lookup
82321,single_train,single,what,lookup
82323,single_train,single,what,lookup
82319,single_train,single,how_many,lookup
136570,single_train,single,count,reasoning
136559,single_train,single,what,lookup
136565,single_train,single,how_many,reasoning
136562,single_train,single,how_many,reasoning
136569,single_train,single,how_many,reasoning
136563,single_train,single,which,lookup
136560,single_train,single,count,lookup
136567,single_train,single,what,lookup
136564,single_train,single,how_many,lookup
136561,single_train,single,which,lookup
76481,single_train,single,which,lookup
76485,single_train,single,list,lookup
76487,single_train,single,which,lookup
76484,single_train,single,what,lookup
76486,single_train,single,which,lookup
76489,single_train,single,which,reasoning
76482,single_train,single,which,reasoning
76480,single_train,single,which,lookup
76488,single_train,single,list,lookup
76483,single_train,single,how_many,reasoning
44957,single_train,single,which,lookup
44955,single_train,single,what,lookup
44959,single_train,single,which,lookup
44958,single_train,single,how_many,reasoning
44956,single_train,single,list,lookup
44961,single_train,single,how_many,reasoning
44960,single_train,single,which,lookup
41213,single_train,single,how_many,reasoning
41212,single_train,single,other,lookup
41206,single_train,single,how_many,reasoning
41210,single_train,single,how_many,reasoning
41208,single_train,single,compare,lookup
41203,single_train,single,which,lookup
41207,single_train,single,how_many,lookup
41209,single_train,single,which,lookup
41205,single_train,single,which,lookup
26026,single_train,single,how_many,lookup
26028,single_train,single,how_many,lookup
26032,single_train,single,what,lookup
26036,single_train,single,which,lookup
26033,single_train,single,how_many,reasoning
26029,single_train,single,how_many,reasoning
26027,single_train,single,how_many,reasoning
26031,single_train,single,compare,reasoning
26034,single_train,single,what,lookup
26030,single_train,single,how_many,lookup
26037,single_train,single,how_many,reasoning
80731,single_train,single,compare,reasoning
80728,single_train,single,which,lookup
80730,single_train,single,which,lookup
80729,single_train,single,how_many,reasoning
80732,single_train,single,which,reasoning
80726,single_train,single,what,lookup
80727,single_train,single,count,reasoning
80733,single_train,single,how_many,reasoning
165905,single_train,single,which,lookup
165903,single_train,single,how_many,reasoning
165901,single_train,single,which,lookup
165907,single_train,single,which,lookup
165904,single_train,single,what,lookup
165906,single_train,single,what,lookup
165902,single_train,single,which,lookup
61791,single_train,single,how_many,lookup
61793,single_train,single,which,lookup
61794,single_train,single,how_many,reasoning
11622,single_train,single,when,lookup
11620,single_train,single,how_many,lookup
11626,single_train,single,how_many,reasoning
11621,single_train,single,how_many,reasoning
11623,single_train,single,how_many,reasoning
11625,single_train,single,which,lookup
11619,single_train,single,how_many,lookup
145827,single_train,single,how_many,reasoning
145825,single_train,single,which,lookup
145829,single_train,single,how_many,reasoning
145828,single_train,single,which,lookup
86685,single_train,single,which,lookup
86687,single_train,single,what,lookup
86691,single_train,single,which,lookup
86690,single_train,single,how_many,lookup
86689,single_train,single,how_many,lookup
86694,single_train,single,how_many,reasoning
86686,single_train,single,which,lookup
86692,single_train,single,how_many,reasoning
86688,single_train,single,which,lookup
45961,single_train,single,how_many,lookup
45959,single_train,single,how_many,reasoning
45964,single_train,single,how_many,reasoning
45960,single_train,single,how_many,reasoning
45962,single_train,single,which,lookup
45967,single_train,single,which,lookup
45957,single_train,single,how_many,lookup
78148,single_train,single,other,lookup
78145,single_train,single,other,lookup
78146,single_train,single,when,lookup
78149,single_train,single,which,lookup
78150,single_train,single,how_many,reasoning
78147,single_train,single,which,lookup
78143,single_train,single,how_many,reasoning
78140,single_train,single,when,lookup
78142,single_train,single,which,lookup
78141,single_train,single,other,lookup
78144,single_train,single,what,lookup
56323,single_train,single,how_many,reasoning
56317,single_train,single,which,lookup
56316,single_train,single,compare,lookup
56320,single_train,single,how_many,lookup
56318,single_train,single,how_many,lookup
56321,single_train,single,which,lookup
56315,single_train,single,which,lookup
56319,single_train,single,how_many,lookup
52462,single_train,single,which,lookup
52460,single_train,single,which,reasoning
52464,single_train,single,how_many,lookup
52461,single_train,single,which,lookup
52459,single_train,single,which,reasoning
52465,single_train,single,count,reasoning
52463,single_train,single,which,lookup
150470,single_train,single,which,lookup
150473,single_train,single,how_many,reasoning
150474,single_train,single,which,lookup
150480,single_train,single,how_many,reasoning
150477,single_train,single,which,lookup
150476,single_train,single,which,lookup
103005,single_train,single,how_many,lookup
103000,single_train,single,how_many,reasoning
103007,single_train,single,how_many,reasoning
103004,single_train,single,how_many,reasoning
102999,single_train,single,which,lookup
123126,single_train,single,when,lookup
123125,single_train,single,which,lookup
123128,single_train,single,which,lookup
123120,single_train,single,list,reasoning
123124,single_train,single,which,lookup
123121,single_train,single,which,reasoning
123123,single_train,single,which,lookup
123129,single_train,single,how_many,lookup
123127,single_train,single,how_many,lookup
123122,single_train,single,which,lookup
123131,single_train,single,how_many,reasoning
9697,single_train,single,which,lookup
9690,single_train,single,how_many,reasoning
9691,single_train,single,compare,reasoning
9699,single_train,single,which,lookup
9688,single_train,single,how_many,lookup
9687,single_train,single,how_many,lookup
9689,single_train,single,what,lookup
9700,single_train,single,how_many,reasoning
9694,single_train,single,which,lookup
9693,single_train,single,how_many,reasoning
9692,single_train,single,which,lookup
9695,single_train,single,which,lookup
140027,single_train,single,how_many,reasoning
140025,single_train,single,what,lookup
140024,single_train,single,which,lookup
140026,single_train,single,what,lookup
140022,single_train,single,which,lookup
12261,single_train,single,other,lookup
12264,single_train,single,other,lookup
12262,single_train,single,which,lookup
12257,single_train,single,which,lookup
12263,single_train,single,how_many,reasoning
12265,single_train,single,how_many,lookup
12260,single_train,single,what,lookup
12259,single_train,single,which,lookup
102759,single_train,single,what,lookup
102755,single_train,single,which,lookup
102761,single_train,single,which,lookup
102758,single_train,single,how_many,reasoning
102757,single_train,single,which,lookup
102756,single_train,single,which,lookup
102762,single_train,single,how_many,reasoning
102764,single_train,single,which,lookup
102760,single_train,single,count,lookup
10782,single_train,single,which,lookup
10784,single_train,single,which,lookup
10780,single_train,single,how_many,lookup
10781,single_train,single,how_many,lookup
10786,single_train,single,which,lookup
10788,single_train,single,which,lookup
10783,single_train,single,how_many,reasoning
10785,single_train,single,list,lookup
10787,single_train,single,how_many,reasoning
62586,single_train,single,how_many,reasoning
62584,single_train,single,which,lookup
62581,single_train,single,how_many,reasoning
62583,single_train,single,how_many,reasoning
62582,single_train,single,how_many,lookup
62580,single_train,single,how_many,lookup
126079,single_train,single,which,lookup
126077,single_train,single,which,lookup
126091,single_train,single,how_many,reasoning
126087,single_train,single,how_many,reasoning
126078,single_train,single,which,lookup
126084,single_train,single,how_many,reasoning
126086,single_train,single,list,lookup
126083,single_train,single,which,lookup
126082,single_train,single,what,lookup
139519,single_train,single,other,lookup
139517,single_train,single,how_many,reasoning
139521,single_train,single,how_many,reasoning
139515,single_train,single,other,reasoning
139516,single_train,single,what,lookup
139518,single_train,single,how_many,lookup
139513,single_train,single,how_many,reasoning
139512,single_train,single,how_many,lookup
139514,single_train,single,how_many,reasoning
139520,single_train,single,how_many,lookup
85906,single_train,single,which,lookup
85909,single_train,single,which,lookup
85913,single_train,single,what,lookup
85907,single_train,single,which,lookup
85910,single_train,single,what,lookup
97724,single_train,single,how_many,reasoning
97726,single_train,single,which,lookup
97728,single_train,single,how_many,reasoning
97718,single_train,single,how_many,lookup
97719,single_train,single,how_many,lookup
141434,single_train,single,how_many,lookup
141445,single_train,single,how_many,reasoning
141433,single_train,single,how_many,lookup
141444,single_train,single,how_many,lookup
141443,single_train,single,how_many,lookup
141439,single_train,single,how_many,reasoning
141437,single_train,single,which,reasoning
141440,single_train,single,which,lookup
141435,single_train,single,how_many,reasoning
83224,single_train,single,how_many,lookup
83225,single_train,single,list,lookup
83226,single_train,single,how_many,reasoning
83227,single_train,single,what,lookup
83223,single_train,single,how_many,reasoning
83221,single_train,single,how_many,lookup
83228,single_train,single,how_many,lookup
52602,single_train,single,how_many,reasoning
52601,single_train,single,how_many,lookup
52595,single_train,single,list,reasoning
52599,single_train,single,other,lookup
52598,single_train,single,how_many,lookup
52597,single_train,single,which,reasoning
52596,single_train,single,which,reasoning
52600,single_train,single,which,lookup
49086,single_train,single,how_many,lookup
49089,single_train,single,how_many,lookup
49084,single_train,single,which,lookup
49082,single_train,single,which,reasoning
49087,single_train,single,how_many,lookup
49088,single_train,single,how_many,lookup
49085,single_train,single,how_many,lookup
140327,single_train,single,when,reasoning
140330,single_train,single,which,lookup
140331,single_train,single,how_many,reasoning
140329,single_train,single,which,lookup
140325,single_train,single,other,lookup
140326,single_train,single,which,lookup
140328,single_train,single,what,lookup
87664,single_train,single,which,lookup
87659,single_train,single,which,lookup
87662,single_train,single,which,lookup
87666,single_train,single,which,lookup
87665,single_train,single,which,lookup
87668,single_train,single,what,lookup
87658,single_train,single,which,lookup
87657,single_train,single,which,lookup
80283,single_train,single,what,reasoning
80287,single_train,single,which,lookup
80282,single_train,single,what,lookup
80286,single_train,single,how_many,reasoning
80284,single_train,single,which,lookup
80285,single_train,single,which,reasoning
58852,single_train,single,which,lookup
58848,single_train,single,which,reasoning
58850,single_train,single,how_many,lookup
58849,single_train,single,which,lookup
58847,single_train,single,which,reasoning
58853,single_train,single,how_many,lookup
37183,single_train,single,how_many,lookup
37185,single_train,single,how_many,reasoning
37180,single_train,single,how_many,lookup
37181,single_train,single,how_many,reasoning
37178,single_train,single,how_many,lookup
37179,single_train,single,compare,lookup
37182,single_train,single,which,lookup
118910,single_train,single,how_many,reasoning
118907,single_train,single,what,lookup
118908,single_train,single,how_many,reasoning
118904,single_train,single,which,lookup
118906,single_train,single,how_many,lookup
118905,single_train,single,how_many,reasoning
118902,single_train,single,how_many,lookup
118903,single_train,single,how_many,lookup
166647,single_train,single,other,lookup
166653,single_train,single,how_many,reasoning
166648,single_train,single,which,lookup
166655,single_train,single,what,lookup
166650,single_train,single,what,lookup
166651,single_train,single,other,lookup
166646,single_train,single,which,lookup
166649,single_train,single,how_many,reasoning
166652,single_train,single,which,lookup
152213,single_train,single,which,lookup
152210,single_train,single,which,lookup
152211,single_train,single,how_many,reasoning
152208,single_train,single,what,lookup
27465,single_train,single,which,lookup
27467,single_train,single,how_many,reasoning
27468,single_train,single,which,lookup
27466,single_train,single,other,lookup
144291,single_train,single,how_many,lookup
144287,single_train,single,which,reasoning
144290,single_train,single,other,lookup
144286,single_train,single,how_many,lookup
144292,single_train,single,how_many,reasoning
144294,single_train,single,how_many,reasoning
144289,single_train,single,how_many,reasoning
72312,single_train,single,which,lookup
72315,single_train,single,how_many,reasoning
72313,single_train,single,when,lookup
72314,single_train,single,how_many,lookup
122995,single_train,single,which,lookup
122990,single_train,single,compare,reasoning
122991,single_train,single,which,lookup
122992,single_train,single,compare,reasoning
122994,single_train,single,which,lookup
122993,single_train,single,which,lookup
132684,single_train,single,how_many,reasoning
132686,single_train,single,how_many,reasoning
132682,single_train,single,which,reasoning
132683,single_train,single,which,lookup
132678,single_train,single,which,lookup
134660,single_train,single,which,reasoning
134658,single_train,single,which,lookup
134654,single_train,single,which,lookup
134657,single_train,single,when,reasoning
134659,single_train,single,other,lookup
134661,single_train,single,how_many,reasoning
134655,single_train,single,list,reasoning
32835,single_train,single,how_many,lookup
32838,single_train,single,compare,reasoning
32841,single_train,single,what,lookup
32839,single_train,single,what,lookup
32836,single_train,single,compare,lookup
32840,single_train,single,how_many,lookup
116637,single_train,single,how_many,reasoning
116642,single_train,single,what,lookup
116644,single_train,single,how_many,reasoning
116636,single_train,single,how_many,reasoning
116640,single_train,single,how_many,lookup
116635,single_train,single,how_many,reasoning
116639,single_train,single,which,lookup
116643,single_train,single,what,lookup
116641,single_train,single,how_many,reasoning
116638,single_train,single,how_many,reasoning
67786,single_train,single,which,lookup
67785,single_train,single,what,lookup
67780,single_train,single,when,lookup
67782,single_train,single,when,lookup
67781,single_train,single,other,reasoning
67784,single_train,single,when,lookup
67783,single_train,single,how_many,reasoning
67787,single_train,single,how_many,reasoning
95066,single_train,single,how_many,lookup
95064,single_train,single,what,lookup
95062,single_train,single,what,reasoning
95063,single_train,single,which,lookup
135520,single_train,single,how_many,reasoning
135522,single_train,single,what,lookup
135523,single_train,single,compare,reasoning
135524,single_train,single,which,lookup
135515,single_train,single,which,lookup
28016,single_train,single,which,lookup
28017,single_train,single,how_many,reasoning
28021,single_train,single,which,lookup
28020,single_train,single,list,lookup
28015,single_train,single,how_many,lookup
28018,single_train,single,how_many,reasoning
80904,single_train,single,count,lookup
80902,single_train,single,how_many,reasoning
80896,single_train,single,what,reasoning
80901,single_train,single,compare,reasoning
80903,single_train,single,what,lookup
80898,single_train,single,which,lookup
80899,single_train,single,how_many,reasoning
80905,single_train,single,compare,reasoning
80900,single_train,single,how_many,reasoning
136137,single_train,single,how_many,lookup
136139,single_train,single,which,lookup
136127,single_train,single,which,lookup
136134,single_train,single,count,lookup
136129,single_train,single,which,reasoning
136133,single_train,single,which,lookup
136132,single_train,single,how_many,reasoning
136131,single_train,single,how_many,lookup
136130,single_train,single,which,lookup
136135,single_train,single,what,lookup
136128,single_train,single,which,lookup
136136,single_train,single,how_many,reasoning
127638,single_train,single,which,lookup
127632,single_train,single,what,lookup
127635,single_train,single,how_many,reasoning
127636,single_train,single,which,lookup
127634,single_train,single,what,lookup
127637,single_train,single,which,lookup
127639,single_train,single,how_many,reasoning
127633,single_train,single,which,lookup
48328,single_train,single,how_many,reasoning
48322,single_train,single,which,lookup
48321,single_train,single,list,reasoning
48324,single_train,single,list,lookup
48326,single_train,single,which,lookup
48325,single_train,single,how_many,lookup
48323,single_train,single,which,lookup
48327,single_train,single,how_many,reasoning
107974,single_train,single,how_many,reasoning
107973,single_train,single,how_many,lookup
107977,single_train,single,how_many,reasoning
107975,single_train,single,which,lookup
107979,single_train,single,which,lookup
107976,single_train,single,how_many,reasoning
107978,single_train,single,other,lookup
107972,single_train,single,count,lookup
110850,single_train,single,which,lookup
110861,single_train,single,how_many,reasoning
110856,single_train,single,how_many,reasoning
110854,single_train,single,which,reasoning
110855,single_train,single,which,lookup
110853,single_train,single,how_many,reasoning
110851,single_train,single,which,lookup
110852,single_train,single,which,lookup
110857,single_train,single,how_many,reasoning
75036,single_train,single,how_many,reasoning
75033,single_train,single,which,lookup
75034,single_train,single,list,reasoning
75035,single_train,single,which,lookup
75038,single_train,single,how_many,reasoning
121741,single_train,single,which,lookup
121743,single_train,single,how_many,lookup
121740,single_train,single,list,lookup
121745,single_train,single,which,lookup
121746,single_train,single,how_many,lookup
121742,single_train,single,which,reasoning
121747,single_train,single,how_many,reasoning
54369,single_train,single,which,lookup
54365,single_train,single,list,reasoning
54370,single_train,single,how_many,lookup
54371,single_train,single,how_many,reasoning
54368,single_train,single,how_many,lookup
54367,single_train,single,other,lookup
54373,single_train,single,how_many,reasoning
54366,single_train,single,which,lookup
151428,single_train,single,which,reasoning
151435,single_train,single,how_many,reasoning
151432,single_train,single,which,lookup
151429,single_train,single,which,reasoning
151436,single_train,single,which,lookup
151433,single_train,single,what,lookup
151430,single_train,single,which,reasoning
151438,single_train,single,how_many,reasoning
151431,single_train,single,how_many,reasoning
151434,single_train,single,which,lookup
151437,single_train,single,how_many,lookup
15757,single_train,single,how_many,lookup
15762,single_train,single,what,lookup
15763,single_train,single,how_many,reasoning
15768,single_train,single,what,lookup
15766,single_train,single,how_many,reasoning
15761,single_train,single,how_many,lookup
15767,single_train,single,how_many,reasoning
15764,single_train,single,what,lookup
15758,single_train,single,how_many,lookup
15759,single_train,single,compare,reasoning
15760,single_train,single,how_many,lookup
81285,single_train,single,how_many,reasoning
81288,single_train,single,which,lookup
81289,single_train,single,how_many,reasoning
81284,single_train,single,which,lookup
81282,single_train,single,what,lookup
60151,single_train,single,which,reasoning
60157,single_train,single,how_many,reasoning
60153,single_train,single,other,lookup
60152,single_train,single,other,lookup
60150,single_train,single,which,reasoning
60154,single_train,single,which,lookup
50682,single_train,single,which,lookup
50679,single_train,single,how_many,lookup
50678,single_train,single,how_many,lookup
50677,single_train,single,which,lookup
50676,single_train,single,how_many,lookup
50680,single_train,single,how_many,lookup
50681,single_train,single,which,lookup
50683,single_train,single,how_many,reasoning
50675,single_train,single,how_many,lookup
133423,single_train,single,how_many,lookup
133425,single_train,single,which,lookup
133429,single_train,single,how_many,reasoning
133428,single_train,single,which,lookup
133426,single_train,single,how_many,reasoning
133420,single_train,single,which,lookup
117948,single_train,single,how_many,lookup
117942,single_train,single,which,lookup
117944,single_train,single,which,lookup
117945,single_train,single,other,lookup
117941,single_train,single,what,reasoning
117947,single_train,single,which,lookup
81378,single_train,single,when,lookup
81379,single_train,single,which,lookup
81376,single_train,single,which,reasoning
81383,single_train,single,how_many,reasoning
81373,single_train,single,which,lookup
81381,single_train,single,which,lookup
81375,single_train,single,what,lookup
81377,single_train,single,which,lookup
81374,single_train,single,other,lookup
81380,single_train,single,how_many,reasoning
81382,single_train,single,which,lookup
64415,single_train,single,how_many,lookup
64423,single_train,single,which,lookup
64420,single_train,single,what,lookup
64416,single_train,single,count,lookup
64424,single_train,single,what,lookup
64417,single_train,single,which,lookup
64422,single_train,single,how_many,reasoning
64421,single_train,single,compare,reasoning
105573,single_train,single,how_many,reasoning
105579,single_train,single,when,lookup
105577,single_train,single,how_many,reasoning
105571,single_train,single,other,lookup
105580,single_train,single,what,lookup
105572,single_train,single,which,lookup
105578,single_train,single,how_many,lookup
105574,single_train,single,when,reasoning
76801,single_train,single,other,lookup
76803,single_train,single,how_many,reasoning
76799,single_train,single,which,lookup
76797,single_train,single,which,lookup
164675,single_train,single,how_many,reasoning
164678,single_train,single,compare,lookup
164676,single_train,single,what,lookup
164679,single_train,single,how_many,reasoning
164673,single_train,single,list,reasoning
164684,single_train,single,which,lookup
164677,single_train,single,compare,lookup
164672,single_train,single,which,lookup
164674,single_train,single,which,lookup
164685,single_train,single,how_many,reasoning
49421,single_train,single,which,lookup
49423,single_train,single,how_many,lookup
49422,single_train,single,which,lookup
49424,single_train,single,which,lookup
49420,single_train,single,which,reasoning
49606,single_train,single,how_many,lookup
49605,single_train,single,other,lookup
49610,single_train,single,how_many,reasoning
49603,single_train,single,which,lookup
49611,single_train,single,how_many,reasoning
49602,single_train,single,how_many,lookup
49608,single_train,single,how_many,lookup
49607,single_train,single,how_many,lookup
49604,single_train,single,how_many,lookup
121902,single_train,single,how_many,lookup
121896,single_train,single,how_many,reasoning
121899,single_train,single,how_many,lookup
121900,single_train,single,what,reasoning
121903,single_train,single,how_many,reasoning
121898,single_train,single,which,reasoning
121904,single_train,single,how_many,reasoning
121901,single_train,single,what,lookup
121895,single_train,single,how_many,reasoning
15052,single_train,single,what,lookup
15054,single_train,single,what,lookup
15051,single_train,single,how_many,reasoning
15053,single_train,single,which,lookup
15055,single_train,single,how_many,reasoning
15049,single_train,single,compare,lookup
15050,single_train,single,which,lookup
15048,single_train,single,which,lookup
85307,single_train,single,list,reasoning
85301,single_train,single,which,reasoning
85306,single_train,single,what,lookup
85305,single_train,single,how_many,lookup
85304,single_train,single,how_many,reasoning
85302,single_train,single,what,lookup
13586,single_train,single,what,reasoning
13584,single_train,single,what,lookup
13587,single_train,single,which,lookup
13582,single_train,single,which,lookup
13583,single_train,single,which,lookup
13588,single_train,single,which,lookup
13585,single_train,single,how_many,reasoning
3777,single_train,single,which,lookup
3781,single_train,single,which,lookup
3782,single_train,single,how_many,reasoning
3779,single_train,single,which,lookup
3775,single_train,single,which,lookup
3778,single_train,single,how_many,reasoning
3783,single_train,single,which,lookup
3780,single_train,single,which,lookup
37913,single_train,single,how_many,lookup
37915,single_train,single,how_many,reasoning
37918,single_train,single,count,reasoning
37923,single_train,single,how_many,reasoning
37916,single_train,single,how_many,reasoning
37914,single_train,single,which,lookup
37917,single_train,single,which,lookup
37920,single_train,single,which,lookup
19600,single_train,single,how_many,reasoning
19606,single_train,single,which,lookup
19598,single_train,single,list,lookup
19599,single_train,single,which,lookup
19597,single_train,single,how_many,lookup
19603,single_train,single,how_many,lookup
19607,single_train,single,how_many,reasoning
19602,single_train,single,what,lookup
19601,single_train,single,how_many,lookup
19604,single_train,single,how_many,reasoning
19605,single_train,single,what,lookup
144269,single_train,single,how_many,reasoning
144273,single_train,single,how_many,reasoning
144271,single_train,single,other,lookup
144270,single_train,single,what,lookup
144263,single_train,single,when,lookup
144272,single_train,single,which,lookup
60942,single_train,single,which,lookup
60939,single_train,single,which,lookup
60940,single_train,single,other,lookup
60945,single_train,single,which,reasoning
60943,single_train,single,how_many,lookup
60941,single_train,single,how_many,lookup
60946,single_train,single,how_many,reasoning
60944,single_train,single,which,lookup
135809,single_train,single,what,lookup
135808,single_train,single,count,reasoning
135817,single_train,single,what,lookup
135805,single_train,single,how_many,lookup
135810,single_train,single,count,lookup
135814,single_train,single,count,reasoning
135815,single_train,single,what,lookup
135811,single_train,single,how_many,reasoning
135813,single_train,single,which,lookup
135807,single_train,single,which,lookup
12209,single_train,single,how_many,reasoning
12207,single_train,single,how_many,reasoning
12210,single_train,single,what,lookup
12208,single_train,single,how_many,reasoning
12206,single_train,single,what,lookup
11739,single_train,single,which,lookup
11744,single_train,single,which,lookup
11740,single_train,single,how_many,reasoning
11745,single_train,single,how_many,reasoning
11742,single_train,single,which,lookup
11737,single_train,single,which,lookup
11743,single_train,single,which,lookup
11741,single_train,single,which,lookup
11738,single_train,single,how_many,reasoning
40932,single_train,single,how_many,reasoning
40935,single_train,single,compare,reasoning
40940,single_train,single,how_many,lookup
40939,single_train,single,count,reasoning
40933,single_train,single,what,lookup
40936,single_train,single,how_many,reasoning
40938,single_train,single,which,lookup
40934,single_train,single,what,lookup
135940,single_train,single,how_many,reasoning
135941,single_train,single,which,lookup
135938,single_train,single,count,reasoning
135942,single_train,single,how_many,reasoning
135946,single_train,single,how_many,reasoning
135937,single_train,single,how_many,lookup
135944,single_train,single,how_many,reasoning
114671,single_train,single,how_many,reasoning
114669,single_train,single,how_many,lookup
114668,single_train,single,which,lookup
114670,single_train,single,how_many,reasoning
114674,single_train,single,how_many,reasoning
114675,single_train,single,how_many,reasoning
114673,single_train,single,how_many,lookup
114672,single_train,single,which,lookup
4434,single_train,single,what,lookup
4433,single_train,single,which,reasoning
4430,single_train,single,what,lookup
4431,single_train,single,compare,reasoning
4432,single_train,single,how_many,reasoning
4429,single_train,single,which,reasoning
154153,single_train,single,what,lookup
154158,single_train,single,other,lookup
154160,single_train,single,how_many,reasoning
154157,single_train,single,what,lookup
154156,single_train,single,how_many,reasoning
154154,single_train,single,which,lookup
44524,single_train,single,count,lookup
44520,single_train,single,how_many,lookup
44519,single_train,single,how_many,lookup
44523,single_train,single,which,lookup
44521,single_train,single,which,lookup
44527,single_train,single,which,lookup
44528,single_train,single,which,lookup
44525,single_train,single,which,lookup
44526,single_train,single,how_many,reasoning
44529,single_train,single,how_many,reasoning
44522,single_train,single,how_many,reasoning
44530,single_train,single,which,lookup
66334,single_train,single,what,lookup
66333,single_train,single,how_many,lookup
66339,single_train,single,how_many,reasoning
66335,single_train,single,which,lookup
66337,single_train,single,which,lookup
66340,single_train,single,how_many,reasoning
66338,single_train,single,other,lookup
66336,single_train,single,how_many,reasoning
50169,single_train,single,which,lookup
50168,single_train,single,how_many,lookup
50166,single_train,single,how_many,lookup
50167,single_train,single,how_many,lookup
50164,single_train,single,which,lookup
138813,single_train,single,which,reasoning
138819,single_train,single,how_many,reasoning
138814,single_train,single,how_many,lookup
138815,single_train,single,which,lookup
138816,single_train,single,how_many,reasoning
50726,single_train,single,how_many,reasoning
50721,single_train,single,how_many,lookup
50719,single_train,single,which,lookup
50720,single_train,single,other,lookup
50718,single_train,single,which,reasoning
50716,single_train,single,list,reasoning
50724,single_train,single,how_many,lookup
50722,single_train,single,how_many,lookup
50723,single_train,single,how_many,lookup
111527,single_train,single,what,lookup
111534,single_train,single,which,reasoning
111528,single_train,single,how_many,lookup
111526,single_train,single,how_many,lookup
111532,single_train,single,how_many,reasoning
111531,single_train,single,how_many,reasoning
111536,single_train,single,how_many,reasoning
111529,single_train,single,how_many,reasoning
111533,single_train,single,which,lookup
111535,single_train,single,how_many,lookup
111530,single_train,single,what,lookup
48202,single_train,single,which,lookup
48204,single_train,single,which,lookup
48206,single_train,single,other,lookup
48201,single_train,single,list,reasoning
48205,single_train,single,how_many,lookup
48207,single_train,single,how_many,lookup
48203,single_train,single,other,lookup
48200,single_train,single,which,reasoning
30954,single_train,single,which,lookup
30953,single_train,single,which,lookup
30949,single_train,single,which,lookup
30958,single_train,single,compare,reasoning
30952,single_train,single,how_many,reasoning
30957,single_train,single,what,lookup
30959,single_train,single,how_many,reasoning
30951,single_train,single,how_many,lookup
30955,single_train,single,how_many,reasoning
30950,single_train,single,what,lookup
31016,single_train,single,what,lookup
